text,rating,informative
"would be five stars but the fish inch across the screen and it lags when i try to bring up a menu or anything but when i have a menu brought up the fish swim smoothly instead of inching but if the lag was fixed it would be 5stars!!!
",5,1
"just started getting error messages.
",4,1
"the game constantly freezes and force closes.
",2,1
"and it would be nice if i could chat with a friend who is using an i phone.
",5,1
"lower prices please
",5,1
"but when i had to change phones i lost everything and couldn't remember my account cause i had it for so long.
",5,1
"well only one problem and its to hard to earn fish bucks ples fix it i love the game so i will give 5 stars
",5,1
"i love tha game but it started me all over twice & gave me fish bucks like that part but starting all over again i don't like
",3,1
"lots of fun to play but does crash sometimes on my droid 2
",4,1
"would like to be able to earn  more fish bucks!
",3,1
"you get 1300 fish bucks for $100.
",3,1
"love the game, just wish you got more bucks to buy the more exotic fish as you are very ltd with coins
",4,1
"wish it was cheaper and faster the backgrounds are too expensive!
",5,1
"would giv mre stars bt is always shutn phne dwn bc of phne temp gts 2 hot!
",4,1
"this is a great game but certain functions like cleaning the tank don't work well on a phone...
",4,1
"with a few adjustments like making it easier to get cash and coins as well as the cleaning problem this would be an amazing game
",4,1
"the only downside is that more than half the fish are only available thru in-game purchase of fishbucks.
",4,1
"the fish cost to much and they made up half the fishes names
",3,1
"i love the breeding events the best though, don't really like the submarine ones :/
",5,1
"its upsetting thoughwhen u get a new phone, there is no way to transfer the game.
",3,1
"also hard to earn fish bucks.
",4,1
"why does it stop working for no reason, on my motorola droid razr maxx, and now it wont connect me into the game, fix please, i love my fish game!!
",5,1
"still on daily bonus all i get is coins needs 2 b more fish bucks added and/or fish coins aren't doin me any good right now.
",5,1
"get ffree fish with purchase of tank bucks is quite unfair to those of us who cant afford to spend $$ when new fish are avail for breeding.
",2,1
"it would be a welcomed improvement to have the occasional reward of a fish buck or two.
",5,1
"maybe its my phone bt the fish bucks needs more fixing.
",4,1
"then into the last 2 days my pearls were stolen or it would say i had two clams and then only let me buy 1.
",1,1
"this is a five star game as long as the parsing error is really fixed.
",5,1
"needs 2 have easier ways 2 get fishbucks.
",4,1
"keeps force closing
",5,1
"bucks that it should be easier to win them in the events play.
",3,1
"but needs to have a way to earn more fish bucks instead of buying them...
",4,1
"too limited options on pairing fish bought with fish bucks and coins.
",4,1
"this game is awesome only problem u have to pay 4 fish bucks i haven't used all mine yet but i am really low on them otherwise this game is great any1 who puts 1 star is crazy
",5,1
"progress is slow.
",4,1
"gr8 app passes some time away but i dnt like every time i open the app i get a pop up
",4,1
"it is slower and the fish and decorations are smaller but tapfish keeps improving it so hopefully soon it is just as good as the iphone version.
",4,1
"last quest had a ridiculous amount of monsters
",4,1
"crashes a lot but still worth it
",4,1
"this game for me right now is a four star game, but if they lower the fish prices and if sometimes they would also give you fish bucks when you sell a fish, it will totally be a five start game!!:)
",4,1
"this sucks cause im at a low level and need to breed the neon tetra but can't get it cause it wont level up.
",3,1
"was working now the server wont connect and if it does it takes 5 mins to do so..
",1,1
"i have also lost lots of my fish bucks to revive my fish becos wen it force close i forget and where i left off, i come back, all my fish are dead.
",3,1
"what happens to our app when one changes her phone, ie to another andriod?
",3,1
"i worked so hard to level up and get my tanks only to get on this afternoon to find that everything reset.
",1,1
"would be nice to get more breedable fish without having to pay real cash for em.
",4,1
"i just wish it were easier to get fish bucks .....
",5,1
"simply because all the cool stuff you can only get with fish bucks....
",5,1
"apparently there is a problem with the transactions going through or something.....
",5,1
"but other than the fish bucks problem.....
",5,1
"love it best game ever other then sometimes slow
",5,1
"i have an xmas event which i only got 3 xmas fish until the main breeding fish disappeared from my breeding tank.
",3,1
"so now i cant play the event...
",3,1
"not only that i also played the  egyptian events and also found i couldnt claim my gifts from it...
",3,1
"i think these events need sorting out properly.
",3,1
"this game is ok needs better graphics, and people should be able to earn more fish bucks more easily.
",3,1
"now i have to get more bucks to revive them!
",3,1
"it is a nice game for my 3 year old but it is very addictive and requires the purchase of fish bucks to really get any where in the game.
",3,1
"just wish it was easier to get fish bucks n some fish weren't so expensive
",4,1
"great except the stupid fish bucks feature, that makes you either buy them or download apps.
",2,1
"fun game glitches out lots and takes your fish bucks with out buying anything
",3,1
"i'd play more if it was a little cheaper.
",3,1
"also that bubble needs to go, it interferes and gets in the way..
",3,1
"would be great if the makers of this game could come up with mini games to play in the game to get free fish bucks.
",5,1
"should have easier ways to earn fish bucks
",5,1
"fun game fish are to expensive tho
",5,1
"good game some parts run aa lil slow..
",3,1
"best one out yet n love how i can set as wallpaper only if it would quit force close all the time would b 5 *
",3,1
"with this game  but howcome i sale the with bucks only coins you need to upgrade it
",5,1
"only thing that i don't like is that getting fish bucks is so hard.
",4,1
"the only thing i feel could use some improvement, are the few and far between chances you get to earn or win tapfish dollars.
",5,1
"me personally,i would make it just a bit easier and not so random ,to win dollars.
",5,1
"fun game glitches out lots and takes your fish bucks with out buying anything
",3,1
"why in the event that their is they dont give me what i collect i have to keep doing it all over in my cellphone
",4,1
"it's good but wish it was easier to get fish bucks
",5,1
"i love this game i have been playing it for years, unfortunately i had to get a new phone so i lost everything i had before, but its still a great stress relief game
",5,1
"i just wish the breading was a little faster and you didn't have to spend 12 fish bucks to speed up a breed!
",4,1
"just wish earning fish bucks wasn't so hard.
",5,1
"just wish the thing on the bottom left corner would load.
",5,1
"ever since i updated the game it wont load.
",5,1
"just wish you could earn more fish bucks easier
",3,1
"i've just completed the breeding event that gives the firework background on the new years event, but when i go to get it from the item store it doesn't say 0 coins like all the other event backgrounds, it's asking me for 70 odd fish bucks for it...
",5,1
"it works some times but at times it very slow
",2,1
"wish you could convert coins to fish bucks.
",4,1
"i cant play the special events, so whats the point of playing at all.
",1,1
"game for closes tanks size much bigger can't fetch data and lags!!!!
",2,1
"most of my fish have disapered since i have updated it
",5,1
"most recent update has caused me to not be able to breed any of my fish.
",1,1
"i also lost the entire tank of the christmas fish that took me a week to breed!
",1,1
"really liked this game, have for ages but i updated it and now i have lost 3/4 of my fish. :(
",2,1
"i lost almost all my fish ?????????
",1,1
"as soon as the latest update was finished loading,half my fish were gone!
",1,1
"fun glitchy and game rips off your fishbucks from time to time also support doesn't refund them everytime they should but still fun
",4,1
"wish it was easier to get more fish bucks or use coins to get the bettr fish.
",5,1
"i love tapfish but the bubble is anoying.
",5,1
"my only problem is that when i don't have internet for a few days all my fish die.
",3,1
"it would be awesome if you could save to an sd card
",3,1
"this last update does not allow me to clean the tanks so all my tanks are at 65% happy. i gave made no changes to my tanks but the update caused this.
",1,1
"should lower fish prices or give more free fish bucks...
",4,1
"tried to buy frog egg in the event for coins and it chraged me fish bucks instead several times and can only restore twice isn't fair i worked hard for those fish bucks please fix 3 stars deducted will go to 5 when fixed
",2,1
"when i double tap on fish in event it wont she me how far my fish is from being complete
",5,1
"i have my tanks for two day and i like it so far, i'm waiting for more ways to make money...
",5,1
"no doubt all my fish are dead too!!
",1,1
"its very irritating not to have enough fish bucks, you should allow us to earn it..
",3,1
"fun game but if your phone dies you have to start from scratch.
",3,1
"the only reason i didn't give it 5 stars is sometimes it refuses to start and i have to reboot my tablet to get it to work which can be annoying.
",4,1
"needs more ways to win fish cash but good game
",5,1
"please make available to exchange the money on game for fish bucks
",3,1
"it's rather decent, but the animations/graphics are rather sloppy and breeding is very slow.
",2,1
"it's also hard to sort through the fish types in the shop.
",2,1
"this game is great but when i set as wall paper i see half tank at my wall paper and blue at button i use htc inspire 4g but anyways i love it ^_^
",5,1
"too much stuff is bought with fish bucks.
",4,1
"slow play when you start out.
",5,1
"fun game, been having hours of enjoyment but started to force close regularly which is very frustrating.
",3,1
"still wish prices w fish bucks werent so high.
",4,1
"i really like this game, but the rates are expensive.
",4,1
"pretty and fun, great time killer but wears on the battery
",4,1
"pretty kool but i lost my name and tanks when i had to reset my tablet that sucks
",5,1
"wish it was easier to get fishbucks.
",4,1
"got a new phone and now everytime i play i have to re download the app or it wont let.
",2,1
"im getting nowhere restoring to same spot over and over.
",2,1
"i have just installed this game, straight away it crashed.
",1,1
"rubbish it keeps crashing on me
",1,1
"game love t so much fish bucks are a little high but its worth it
",5,1
"always force closing
",3,1
"its koo but it gets stuck a lot!!
",3,1
"i love this but getting bucks only to hard pls make this as easier ....
",5,1
"amazing but needs more events but get it downloaded,best game ever!!!
",5,1
"works great on my tablet, my only issues with this game is the difficulty to earn coins and fish bucks. if those were easier i would play more often and i would actually buy them because i know i would be able to earn more after i blow through them so quickly because of the steep prices.
",5,1
"i also read that there are some quests u must pay cash for and you can not skip it. we should be able to skip those even if we had to spend some coinage to do so.
",5,1
"fix the ease of collecting coins, fish bucks, and lower prices in the store and it would be even more fun.
",5,1
"but it's hard to level up and gather up some bucks...
",4,1
"love game but freezes on daily spin
",4,1
"it would be nice if you could earn fish bucks with some of the breeding fish.
",5,1
"haven't had many problems with it forcing close since the update though.
",5,1
"fun game but needs to be easier to earn fish bucks and the events need to start sooner...
",5,1
"3 of my favorite fishes to buy and sell are all gone.
",4,1
"da big icons and the bubble r so rediculous!
",4,1
"but i ddnt like the way it looks at my toshiba tablet.
",4,1
"its cool but it gets too repetitive there needs to be something more in between the growing, selling and breeding of the fishes.
",4,1
"the only thing its missing is more fish,room and fish bucks its great but sometimes boring!
",3,1
"fun but not enough to do everything takes so long. breeding, growing and so on
",4,1
"i like this a lot, but force closes soooo often
",4,1
"i love this game but it would be great if you could use your coins to buy fish bucks.
",5,1
"even if it would be 10,000 coins for one fish buck, it would ma
",5,1
"force closes wayyyy too much with new version on droid x, esp with the new event.
",3,1
"always his issues loading too.
",3,1
"soooooo smaallllll cant read the letters.....
",2,1
"only issue, my events and submarine ride options have completely disappeared and i'm not happy about that.
",5,1
"bt now the thing thats keepin me from fully enjoyin it is the money..
",3,1
"it seems we can get coins by the bunches bt we cant get fish bucks.
",3,1
"mostly evrythin in the store is able to be bought by fish bucks.
",3,1
"and now i cant even play the new egyptian dive thing, it jus takes me back to my home screen.
",3,1
"maybe its my phone bt the fish bucks needs more fixing.
",3,1
"only downfall is when i got my new phone i lost my previous game
",5,1
"tapfish is a nice game but when it come to the bucks i a problem since i have no i have to wait 3 day.
",5,1
"also if you pay for bucks you only get coins when you sell.
",4,1
"if you could earn bucks that would help.
",4,1
"and if they got their time straight that would help too...
",4,1
"just wish there was a way to trade in coins for fish bucks. don't like having to buy them in order to get the fish i need for trophies or challenges in breeding.
",5,1
"should be able to earn fishbucks easier or at least make some of the fish cheaper other than that seems like a pretty long term game not bad
",4,1
"but it force closes alot!
",3,1
"anyone else having problems when trying to view your quests?
",5,1
"app keeps crashing every time.
",5,1
"enjoying playing tap fish but constant force closes on quests beginning to get frustrating.
",2,1
"i'm changing my rating from 5 to 1 because i can't play any of the events without it up forcing me to close!
",1,1
"wish you could convert coins to bucks, or when you buy a fish for bucks you sell it for bucks, not coins...
",4,1
"this is the best android game i have played and the only problem is u have to pay to get fishbucks.
",5,1
"fish die too quickly.
",3,1
"expensive breedables but all in all, a good game.
",3,1
"forced forecloses all the time sad because this game is awesome
",3,1
"having issues with the game, i have not once been able to do a dive mission.
",1,1
"game keep kicking me out every time i try.
",1,1
"this is a fun game and the kids enjoy it too, sometimes forces close but usual runs good.
",4,1
"i only wish that wen i accidently deleted the app wen i got it bac i didnt hav to start over
",5,1
"just they need more free fish bucks, instead of objects not needed.
",3,1
"i wish it wasn't so dependent on spending real money.
",3,1
"game shuts down alot but other than that its great.
",3,1
"way better then the exotic version, but still wish everything wasn't based off fish bucks.
",3,1
"wish though that most of the items could be easilier purchased with just coins...
",4,1
"sometime the program is forced to close.
",3,1
"i only wish you could speed up breeding labs faster earn more fish bucks and have more free quests!!!
",4,1
"third dam time this app has takin money off my account .
",1,1
"could be easier to navigate and takes up way too much space on my phone.
",3,1
"relies too much on premium purchases as well.
",3,1
"best game ever i only wish i could transfer my tank from my old phone to my new phone so that i wouldn't have to start over.
",4,1
"would give it 5 stars, but on my xperia mini pro the home button when visiting neighbours is really small, and i end up clicking objects rather than the button.
",4,1
"the game is absolutely enthralling, only it would be nice if the in-game clock didn't run absolutely off of real time due to thr fish breeding and ageing.
",5,1
"always want to see what mystery fish i breed, but it runs slow i have to click the wait button way too often
",4,1
"although needing a card to purchase fish bucks or additional coins instead of putting it on the next phone bill is bummer
",4,1
"make fish bucks easier to earn....
",5,1
"it's cool and all but fishes are to expensive.
",5,1
"love this game wish there was better ways to earn fish bucks though
",4,1
"great app but the number of fishbucks is low and i wait too long to get 1 fishbuck
",5,1
"i dont understand why we didnt have new year event for iso did thats not fair.
",1,1
"i would give five stars if we could get the events like iso does
",1,1
"more free fish bucks and help to restore the previous games to bring over to another phone.
",5,1
"i love this game but needed to more option
",4,1
"i love this app but it a bit slow. :-)
",4,1
"love the game just wish it was a littles cheaper
",5,1
"love it even more esp with the shorter breeding time.
",1,1
"okay here's a idea do a pet event give a dog as a breedible and do one of the prizes a alligator please and do a gold fish in a bowl  decoration that moves if you can but if you don't like this idea you don't have to do it i just want to make tapfish a really cool game
",5,1
"i have my tanks for two day and i like it so far, i'm waiting for more ways to make money...
",5,1
"when i try to breed my limited breedables i get  a message that i dont have any!
",4,1
"the only problem is it's hard to get fish bucks...
",4,1
"i ended up with 15 watts to 8 swifty - losing 4 of them
",4,1
"if those were easier i would play more often and i would actually buy them because i know i would be able to earn more after i blow through them so quickly because of the steep prices.
",4,1
"i have lost a whole tank to them.
",1,1
"only wish more fish could be purchased with coins
",5,1
i would give it 5 star but every time play on  its some time freesy all the time.,4,1
"i love this game play it.
",5,0
"i downloaded this game for my daughter, but i end up playing it all the time.
",4,0
"i love it better after i updated it
",5,0
"love this game.
",5,0
"im hooked.
",5,0
"das messed up!!!!
",1,0
"otherwise, a good, fun game.
",3,0
"please fix or i will be uninstalling.
",1,0
"christmas and non christmas.
",1,0
"been playing over a year but the new updates screwed it up!
",3,0
"bit annoying.....
",3,0
"this game has been a blessing to me and her, we spend hours playing it together and she's learning a lot along the way.
",5,0
"much more fun.
",4,0
"but overall its a good game. :-( & :-)
",4,0
"i love this game!!!!!!!
",5,0
"tap fish is the best fish game out there.
",5,0
"(and ive looked)even better then fishville on facebook!!!
",5,0
"if you like games with get you addicted you will love this game been playing on my tablet and phone.
",4,0
"great fun, cant put it down
",5,0
"soooo addicted to it.
",5,0
"i loved this game!
",5,0
"before the update i would have given 5 stars.
",2,0
"the layering update is a total disaster.
",2,0
"uninstalled and will never install again.
",1,0
"just love the game.
",5,0
"a great little game
",5,0
"i loooove this game!
",5,0
"i give this game a five star...
",5,0
"i love playing tapfish and also think the live wallpaper is neat on my phone and tablet..
",5,0
"i have my own real fishtanks at home but i still play tapfish lol
",5,0
"love this i have no problems with tapfish.
",5,0
"love this game
",5,0
"my other apps/games started back where i left off.
",3,0
"i love this game
",5,0
"the fish are cute i like it.
",5,0
"great and addicted app!!
",5,0
"love this game.
",5,0
"mehh gotten better
",3,0
"itz cool
",5,0
"looks great on a tablet!
",4,0
"this game has never failed on me unlike many other apps..
",5,0
"love the game....
",5,0
"and it was fine on my htc inspire???
",5,0
"love this game!
",5,0
"its addictive and my 6 month old loves interacting with the fish!
",5,0
"this is a fairly good fish tank simulation.
",3,0
"game bought by syrians.
",1,0
"it is time consuming to level but a nice challenge
",5,0
"fix this asap or i'm done with this game.
",1,0
"its fun when u r waiting somewhere like dr office or while ur wife shop or (browsers!!!!!)
",5,0
"its like playing a facebook game;-)
",5,0
"very fun to play
",5,0
"come on it makes it no fun bcuz i can't afford to play n get trophies n my 8 yr old son n i love this game.
",3,0
"much improved from 2 years ago!
",5,0
"this is a veary fun game
",5,0
"tap fish is awesome!
",4,0
"you will have to keep up your coin count with breeding and selling fish but that's free and easy!
",5,0
"me and my kids love it!
",5,0
"easier to manage tanks and breeding when using a spreadsheet to keep track.
",5,0
"it grat i love it play a lot
",5,0
"game is great...
",5,0
"i love this game..
",5,0
"i love this game it is very interesting and it is fun it is like having your own fish and being able to take care of them and there are fish that you would never think of it
",5,0
"i still absolutely love this app.
",5,0
"i love the different events.
",4,0
"its like we have real pets
",5,0
"great casual game.
",5,0
"my kids & i like to play this game.
",4,0
"cool game i guess!!
",2,0
"i'm very unhappy with this game!!
",1,0
"i luv this app it is awsome i get ro feed and buy fish with fish bucks and fish tokens u dont even have to buy any thing with your own money.
",5,0
"love this game
",5,0
"takes a while to gt into bt whn u gt goin its good :-)
",4,0
"tap fish has really improved after mobage sold out to gameview......
",5,0
"i wish i could give more stars!!!!!!!
",5,0
"its a great gane
",5,0
"great app
",5,0
"tap fish
",4,0
"great to pass time
",5,0
"fun game..
",4,0
"enjoy playing it
",5,0
"its like a real fish tank
",5,0
"totaly love this game
",5,0
"help asap!
",5,0
"love this game!
",5,0
"when passing time
",5,0
"super love it
",5,0
"i am at a stop in the game.
",5,0
"pls fix issues.
",1,0
"its good for when your bored and stuff
",5,0
"excellent app
",5,0
"i love it it is a good addition
",5,0
"keeps me busy for hours.
",4,0
"i love it it soothes me when nothing else in the world seemd to be going right
",5,0
"great game tons of fun very addictive
",5,0
"this game is so fun
",5,0
"great game
",5,0
"love breeding fish!
",4,0
"i love this game and i started all over yet again for the 3rd time!
",1,0
"awesome game!!
",5,0
"really fun game, much easier too :)
",4,0
"tap fish is a good game but it got boring after a bit.
",3,0
"reveiw by lucia malvone, aged 9.
",3,0
"don't f up no more people.
",5,0
"enjoy it almost as much as my real ones, clean up is easier too.
",5,0
"all i gotta say is its awesome
",5,0
"absolutely fun
",5,0
"tap fish
",4,0
"new version is great
",5,0
"great game
",5,0
"best pet ever--fish to feed, watch, and breed while designing the entire dreamy aquarium theme
",5,0
"it keeps my son occupied and in his social state of mind...
",5,0
"but overall the game is great fun,   even though i spend way too much time playing.
",3,0
"fun way to take care of fish without the expense.
",3,0
"i luv the game who ever doesent have this game u need to get it
",5,0
"super fun, super addicting!
",5,0
"awesome game!
",5,0
"tap fish
",5,0
"i really like the app.
",5,0
"i've had this game for a year and i think i'm going to uninstall it because there's nothing to do but feed fish and clean out tanks.
",1,0
"the best game fish
",5,0
"fun to play.
",4,0
"i don't think anyone can top this game.
",5,0
"can design your own tank, takes a little while to complete tasks they give you but pretty awesome!
",5,0
"i love this app...
",5,0
"it's fun,and i love my fish!!!!!!
",5,0
"best fish game ever!!!!
",5,0
"fun games to get more fish and objects for your tank
",5,0
"im just glad that i dont havebto sit at a computer to play a game like this.
",5,0
"nice app
",5,0
"i uninstalled, reinstalled & restored (major pita) no help!!!
",1,0
"love this game
",5,0
"so easy my kids play :)
",5,0
"you must clean the tank and feed the fish on a regular basis.
",3,0
"i'm only at level 6 so maybe this improves.
",3,0
"this game keeps my chold quite for hours at a time.
",5,0
"my six year old niece loves this app!
",5,0
"has qwirks, but a great addictive game
",5,0
"lots of fun
",5,0
"translation awesome
",5,0
"very nice app.
",5,0
"a good pass time.
",5,0
"basic game, pretty zen.
",3,0
"i have played this game  in  my sisters cell.
",5,0
"fun fun
",5,0
"great game
",5,0
"what a cool game!
",5,0
"great app....
",4,0
"i like fish live better
",4,0
"tap fish is great
",5,0
"nice game
",5,0
"i have been hooked for a couple of years, and i still can't put the game down.
",5,0
"great game
",5,0
"great game
",5,0
"lots of fun
",5,0
"runs well on my s iii.
",4,0
"the secret is the white grunt.
",3,0
"recommended game - last 4 spin to win free have been the same rocks item....
",5,0
"i am very addicted to this game
",5,0
"so awesome love it!!!
",5,0
"good time waster
",4,0
"good app fun when time to kill
",5,0
"love this crazy game!
",5,0
"great game.
",5,0
"ya its a good game but there are few things to upgrade work on that guys
",3,0
"but had to cuz i play this game more then i talk on the phone!
",5,0
"its amazingly great
",5,0
"love the game
",5,0
"if u like fish u will love this game
",5,0
"fun game..
",5,0
"i love this game but the only thing wrong with it is that i can't stop playing it !
",5,0
"love this game and so does my grandson.
",4,0
"i can't stop playing it ;)
",5,0
"good fun love this game.....
",5,0
"nice time killer
",5,0
"a fairly good rendering of tap fish although the one i recall from ios had better gameplay
",4,0
"plus it's free!
",4,0
"it's relaxing and fun to play.
",5,0
"i love this app!
",5,0
"love itpppl
",5,0
"this game is da shiznit.
",5,0
"verry nice game..
",5,0
"amazing game
",5,0
"great addictive game!!
",5,0
"entertaining as hell lol
",5,0
"finally fixed by devs.
",4,0
"fun game
",5,0
"fish keep dying & had to write a review to get fish bucks.... :d
",3,0
"i played for over six months.
",5,0
"great game
",5,0
"love this game!!
",4,0
"this game is my stress reliever
",5,0
"go ahead have fun trying to make some money to buy stuff that you must have to move forward.
",1,0
"fun fun
",5,0
"great game.
",5,0
"lots of fun for the whole family
",5,0
"i love this game.
",5,0
"one of the best hammed i ever playex
",5,0
"daily lookafter and play game with interesting events to liven itup
",5,0
"sprint evo 4g.
",2,0
"the egyptian game is.
",2,0
"great app ongoing  enjoyment with holiday bonuses
",5,0
"but this game is awesome and love all the different fish to raise, breed and sell!
",5,0
"excellent game
",5,0
"decent to cure bordom
",3,0
"my gf loves this game!!
",5,0
"i love the game.
",3,0
"exciting game!!!
",5,0
"its so fun and relaxing.
",5,0
"thid really sucks!!!!!!!!
",2,0
"initially i rated this game as 5 stars.
",2,0
"best fish app ever so fun even for adults and children its awesome and gives off some responsibility and you feel as if their so real.
",5,0
"i love this game.
",5,0
"i can't stop playing
",5,0
"i had this game for another andriod and it was bad but now this game is amazing.
",5,0
"tapfish is fun, challenging and addictive.
",5,0
"other than that, enjoyable app.
",5,0
"this game is so much fun
",5,0
"lovely fish tanks.
",3,0
"terrible games tho.
",3,0
"totally cool game!!
",5,0
"emailed developer but no response.
",1,0
"cool game.  :)
",5,0
"u just have to manage ur fish to get as many coins as possible
",5,0
"tapfish is the best virtual reality fish app out there!
",5,0
"other than that great game.
",4,0
"tap fish
",5,0
"i'm addicted i love this game
",5,0
"best app ever the fish are sooo adorable
",5,0
"if they fix this then its worth a 5 star rating.
",3,0
"very relaxing to hear the water bubbling.
",4,0
"only takes a few minutes and you're done.
",4,0
"i love this game
",5,0
"great game.
",5,0
"fun to play
",5,0
"great game for children as well as adults to pass time!
",5,0
"like a little too much!
",5,0
"love the game
",5,0
"great game, fantastic graphics...
",5,0
"love the game..
",4,0
"i have a gallaxy stellar.
",5,0
"had this game on my 4th gen. ipod touch before it broke.
",4,0
"great game
",4,0
"fun game to keep occupied during any down time.
",5,0
"i could start up the game and play for a minute, then turn it off easily with no glitches in gameplay and no force closes.
",2,0
"a great game has become my worst nightmare.
",2,0
"great way to relax!
",5,0
"found this for my daughter to play and i wound up playing more than she does!
",5,0
"looking for a game my children could play, i came across tap fish so i let them try it and found they both love the game!
",5,0
"i like dis game so much keeps me busy!
",5,0
"fish live is better.
",3,0
"tap fish
",5,0
"great game...
",5,0
"super awesome
",5,0
"one of the few games that can keep my attention past a few weeks.
",5,0
"you spend $ for a free game only for them not to give you what you paid for.
",1,0
"i love this game i'm on it for hours at a time like now, i have a newborn and it's 3 a.m. i should be trying to get some sleep but i'm stuck on my fish lol.
",5,0
"i love my fishies!!
",4,0
"tapfish is a great casual play.
",5,0
"great game.
",5,0
"i recently got my own tablet, so one of the first things i did was look for a fish aquarium app to download.
",5,0
"tommy-gunn
",5,0
"try deity wars use my referral code bla2248 for free legend card pack.
",4,0
