text,rating,informative
"i love it alot butt its kind of hard it works great for my phone but takes alot of space but i really do like it.
",5.0,1
"i didn't  find  exit button  on  tab2  then  i   have  to  open task manager  and  close   but  i  like   this game   i request  to  play store  to    make  exit   button
",5.0,1
"i hate the little ride on the tracks but it makes the game harder.
",4.0,1
"i don't know how the game was because the ""package file was invalid""
",1.0,1
"anytime i upgrade the 'boost' power up, however, i go to upgrades or anywhere else and the spent gems are still gone and the power up remains not upgraded.
",3.0,1
"its fine and smooth, maybe more characters?
",5.0,1
"graphics stuck most of the time and i lose the game.
",2.0,1
"till now thiz iz the most addicted game but i suggest if there is slope down.
",5.0,1
"can you give us an option to change the tilt sensitivity please.
",4.0,1
"it looks so oversized ' can't even play the game .
",1.0,1
"stays at imangi studios and force closes.
",1.0,1
"please add sensivity option or fix it otherwise it better than first temple run
",3.0,1
"i love this game but after update it still won't load past the first screen on my lg optimus 3d p920 please fix:)
",1.0,1
"only problem is the poor performance.
",3.0,1
"oh ya  the app freeze when i open the privacy button.
",4.0,1
"doesn't load, closes out on its own.
",1.0,1
"sensitivity is a little off sometimes on my note 2, hopefully this upgrade will fix it.
",4.0,1
"while i think this is a great short term time killer, it freezes my phone quite a bit.
",4.0,1
"ok on my tmobile sidekick for droid i can play the 1st temple run but this one it freezes when it is loading i haven't been able to play part 2 and i want too real bad please try to figure it out
",1.0,1
"it constantly lags which makes it impossible to take the corner and jumps.
",1.0,1
"i think this is way harder but better graphics and on my phone takes too long to load
",4.0,1
"sometimes it doesn't detect gestures properly.
",4.0,1
"lag constantly kills me.
",1.0,1
"just keeps force closing plz fix
",2.0,1
"whole screen is filled with icons only please fix it.
",5.0,1
"and sometimes i fly off the track after a weird combo of sliding and jumping.
",5.0,1
"amazing but after this update it doesn't open, fix please.
",3.0,1
"on the galaxy s 4g the game wount start up.
",1.0,1
"it says error download ekek aww
",5.0,1
"good graphics but lags game resolution.
",3.0,1
"this would be a five if it didn't crash my tablet so much
",4.0,1
"however, so far i have experienced severe lagging (the screen even refreshes sometime while running and i'm popped onto a completely different track).
",3.0,1
"besides the face that when i try to open it often it doesnt open and glitches
",3.0,1
"won't load game now.
",1.0,1
"i hag a motorola blur and all i get to is the start up screen even with the new patch it doesn't work
",1.0,1
"great game but sensitivity could have been better
",2.0,1
"great but can't download
",3.0,1
"some time the game hangs.
",4.0,1
"i bought 50,000 coins and the coin doubler and neither work.
",4.0,1
"i'm having trouble with the response to my touch on my phone.
",3.0,1
"the game will load and then exits automatically.
",1.0,1
"for exaple ill jump and it makes me slide.
",4.0,1
"changing from 2 to 1 star because of how stupid level 8 missions are.
",1.0,1
"i would put five stars if montana smith is brought back
",4.0,1
"why not 7500, 10000, 15000, 25000 coins in 1 run?
",2.0,1
"still force closes when i open it i have a samsung infuse the old temple run works but even with the update it still doesn't work i really want to play this so please fix
",1.0,1
"i could have given it 5 stars but the guy does not move left n rite fix it i will give u 5 stars i have even uninstalled it twice n installed it again
",2.0,1
"my only problem in playing is i always lag.
",4.0,1
"my coin doubler does not work why is that?
",5.0,1
"i really enjoy the game and its a huge improvement but the lag messes with the game play to much.
",4.0,1
"it ran perfect at first but then it started lagging bad throughout the game and i always die because of it!
",3.0,1
"i've finished the 1m meters objective, but it's still there for me to finish.
",5.0,1
"maybe it's a result of my finishing one of the objectives when it was shown twice.
",5.0,1
"i have put on the new update, i have completed more than 1 million meters but my 1 million metres objective is struck and doesnt move.
",3.0,1
"if you're trying to jump a gap, and you hit the edge, it sometimes does a weird thing where you fly to the right or left.
",3.0,1
"i can be playing but then run off the cliff because the game lagged and i didn't see it coming.
",4.0,1
"but takes too long when i click on the app to play but besides dat, wonderful
",5.0,1
"have trouble sliding sometimes.
",5.0,1
"needs tilt option
",5.0,1
"just find the ads irritating
",4.0,1
"i wish that when my battery is dying and the warning comes on the game would pause like in some of my other apps.
",4.0,1
"-i cannot see my stats, making it impossible to brag to my friends.
",3.0,1
"still skips frames even after update.
",4.0,1
"i was sooooo bummed that this game came out for the iphone first.
",5.0,1
"the designers really hated colors !?!?
",2.0,1
"but when the girl dies does she really have to sound so.
",5.0,1
"basically the same game as t1, almost nothing new.
",3.0,1
"temple run 2 is a excellent game but there's same problem in playing my st15i.
",5.0,1
"have an s3 and this game still runs like crap.
",1.0,1
"for one is it just me or is this game a bit stiff compared to the first one.
",4.0,1
"this one is so bright and colourful it makes the obstacles unspottable sometimes.
",5.0,1
"really great game but kind of jerky on turns
",4.0,1
"everytime i open it it will show the imangi studios logo for about a minute then it will just slose the app.
",1.0,1
"randomized levels add to the replayability.
",4.0,1
"downloading error
",4.0,1
"i have passed 500.000 in life coins, but the objective progress on passing that limit of coins, is locked on about 50%.
",3.0,1
"however it is quite annoying when it goes to -1 on the gems can't it just stay at 0 when you don't have enough gems to save you once dying.
",5.0,1
"only hiccup is that the later challenges are almost impossible (10,000,000 lifelong coins. are you kidding me?).
",4.0,1
"game is great, but the crashes are annoying enough to kill the experience.
",3.0,1
"considering i can't even download it this is stupid
",1.0,1
"it keeps on freezing when i have a high score
",3.0,1
"i like the game but i wish that when i get multiple objectives on one round,that it would check them all off.
",3.0,1
"it wont let me download it.
",5.0,1
"only thing is the tilt on tablets on the phone it works perfect but the tilt on tablets is unstable but hey at least we got temple run 2 been waiting a long time for this :d
",5.0,1
"tilt sensitivity s very less wen compared to first version.
",4.0,1
"i like the game its awesome but it lags a lot and slow on my phone and i have android 4.0.4 and a 1.4 processer idk why it does that but its fun other then that and they also take coins away if you don't use them sucks
",1.0,1
"for some reason when i launched the game today, none of my scores were saved, all power ups gone n back to level 1.
",5.0,1
"hoping the next update makes the tilts more responsive.
",4.0,1
"does not work everytime i try to play it it only loads the ingram sign and then crashes and i have deleted it 2 time and downloaded it 3 time still don't work and this is on the lg thrill
",1.0,1
"focecloses sometimes other than that it's an okay game.
",3.0,1
"yeah its great but now it wont even openand when it does it closes but i like graphics
",3.0,1
"when i open this app in android, always load and then exits the app
",1.0,1
"the mineshaft is way too difficult.
",3.0,1
"and one suggestion y cnt u try to introduce a boat in d falls like railway track.
",4.0,1
"why i can't download this games,,,?
",1.0,1
"i very  hard to see waht button ur pressin because there all on top of each other.
",1.0,1
"i expect more different levels from temple run3
",4.0,1
"i tried everything and it wont start.
",1.0,1
"awesome game played ever  but got slower and get hangs while playing on xperia miro
",5.0,1
"it wont open on my lg please fix
",1.0,1
"i have 500000 lt points but the objective isnt cleared.
",3.0,1
"explorer sticks to one side abd motion sensor is not working properly after update.
",2.0,1
"hey, i really enjoy the original temple run, i would like to play the new one but for some reason it will not pass the starting screen on the lg optimus 3d please fix!
",1.0,1
"i love thee game really captive and well crafted but coin denominations change frequently and minor glitches have caused it to crash but overall nice game oh yeah the coins keep resetting!
",2.0,1
"now its just stuck there however the 1,000,000 coin achievement is still increasing.
",4.0,1
"the game opens with the splash screen, like it's supposed to, but then it freezes, vibrates for a second and the app crashes.
",4.0,1
"this game is okay, but every time i pass level 5 and continue, it resets the game to back to level 5 the next day.
",3.0,1
"it tends to skip and freeze every now and then.
",4.0,1
"every time i open it, it ends up closing right out of it .
",1.0,1
"the objectives given is totally insane.
",3.0,1
"its really good and fun etc, but its too easy and some of the objectives aren't reasonable.
",4.0,1
"i had lots of coins and it just all disaperd dont buy if it doning that otherwise good game
",2.0,1
"by far the thing that needs to be fixed most urgently is power up timing.
",4.0,1
"temple run 2 is addicting and fun but i had to force close a few times so i uninstalled and installed again :d
",5.0,1
"same issue with coins and the worst thing, the graphics are draggy and jerky.
",2.0,1
"i've never gotten a chance  to play it on my phone because it force closes every time !
",1.0,1
"fun game, but sometimes lags
",4.0,1
"i have 1,000,000 life time meters, but the objective isn't updating.
",1.0,1
"it won't even work every time i click it it sends me back to my home screen can any one help
",1.0,1
"its fun and addicting, just kinda slow sometimes.
",5.0,1
"it shuts down automatically after the i screen please fix i really love temple run n i played 2 on my lil sisters ipod n i loved it please please fix
",1.0,1
"but the most necessary thing is tilt sensitivity setting for the gameplay.
",2.0,1
"wont run on my moto defy not happy
",1.0,1
"does anyone else experience this delay?
",3.0,1
"to slow to donwload
",5.0,1
"don't know whats happing but now when i tilt my phone to any side the character does not tilt with the phone.
",3.0,1
"i didn't get the extra coins that i purchased.
",1.0,1
"i have samsung galaxy s and i can't even get the game to load it stops at the big i thing this needs to be fixed.
",1.0,1
"the game freezes when open it
",1.0,1
"while under the influence of a power up if you get a second power up of the same kind it should extend the time of the power up.
",1.0,1
"the gameplay is bit easier now (which i liked about it) but has some glitches of its own, like the player even jumped off the track on left and right.
",4.0,1
"but tilting is bad
",4.0,1
"force closes at the loading page. :/
",1.0,1
"the game freezes when i am playing and cause my person to die even though she isnt even close to hitting anything.
",4.0,1
"great app but it keeps freezing on my g3
",5.0,1
"i will try to play and once on the imangi studios i hear the menu music play but then it just takes me back to my phones home screen ! -_-
",3.0,1
"it gets stuck and won't take any screen input.
",1.0,1
"fix the lag issues and you'll get 5 stars
",2.0,1
"it keeps you guessing and plays rather well the one flaw is you cant play laying down it makes leaning under sensitive.
",4.0,1
"download it it starts to load then screen goes black then it exits
",1.0,1
"all my stats, powers, everything back to zero.
",1.0,1
"game is good now, new challenges but definitely lags a lot and hangs after a little long run.
",1.0,1
"it force closes -_-
",4.0,1
"the 1mil lifetime coins is also more than halfway done but still, its stuck at 3rd of the way  :(
",2.0,1
"power meter doesnt increase inside cave.
",4.0,1
"it crashes every time before i can even play.
",1.0,1
"i want my coins saved!
",3.0,1
"tilt needs to be more than usual to take effect.
",2.0,1
"just having problem with tilt sensitivity.
",5.0,1
"at least give us a sensitivity setting!
",1.0,1
"i hit on the game, and it shows the picture of the ""i"" and then that exits.
",1.0,1
"i'm not sure if the forceclosing problem when i beat my high score has been fixed or not seeing as how i haven't beaten my high score since my last review.
",3.0,1
"the first time i downloaded it it only load up and it never works.
",4.0,1
"i played the game but initially found that it lags even on a dule core processor which is enough for any game to work on i better like the original temple run.
",3.0,1
"shows only spash and close unable to play
",1.0,1
"had it at 5 stars but the newest update seems to misread my slide commands.
",4.0,1
"it doesn t work on my galaxy tab it gets to the loading screen and stops i have to force close it all the time! !
",1.0,1
"i downloaded the game and when i try to play it the game goes back to my home screen.
",1.0,1
"i pretty much have to tilt my device so far that i almost can't see the screen to keep from falling off into the abyss.
",4.0,1
"only problem is i keep losing all my coins & don't know why.
",5.0,1
"lil laggy at times  but hard to put down
",5.0,1
"a great game with good graphics., but there is a glitch with 500k coins and pls restart the timer when we pick a powerup of the same kind, before the first one gets over.
",4.0,1
"its a very good, but it would be even better if you could add sensitivity in the settings, also its a little laggy at some points whitch gets me pretty mad
",3.0,1
"the game lags n hangs alot right frm d begning f d run in ma walkman live.
",3.0,1
"it closed down on my phone
",1.0,1
"just a little laggy
",4.0,1
"no answer in a week on an unfulfilled purchase.
",1.0,1
"the full graphic mode is just beautiful to play.
",5.0,0
"game stats n objective are very clear n inspiring.
",5.0,0
"excellent graphics
",5.0,0
"imangi studios must be rated as top developers
",5.0,0
"great time killer.
",5.0,0
"cool game, by having new feautures in temple run 2.
",5.0,0
"wondrful game!
",5.0,0
"love this game very addictive and cool graphics
",5.0,0
"a bit difficult than the earlier one though.
",5.0,0
"awesome sequel for an awesome game!
",5.0,0
"very good game and very addictive.
",5.0,0
"hope t.r 2 will break records
",5.0,0
"luv this app
",5.0,0
"i love this game has great graphics and is just all around fun to play:)
",5.0,0
"i haven't been able to stop playing it since i downloaded it!
",5.0,0
"better than the first one  awesome graphics
",5.0,0
"i love this game
",5.0,0
"coming from a guy who didn't care about the first one
",5.0,0
"works well on my galaxy wonder.
",5.0,0
"the game is great but i can never pass the part when my avi gets in the cart or i don't jnow which way to turn when im near the trees until i get there
",3.0,0
"it's an amazing game, until you use your gems to save you.
",3.0,0
"awesome features and gaphics on this game !
",5.0,0
"i love this game but it has a minor bug which i really don't mind but other than that i love it.
",5.0,0
"4 once the praise is worth it.
",5.0,0
"the best game in the world the only problem with me it's too additives
",5.0,0
"the graphics are better and it's more challenging.
",5.0,0
"jus love it
",5.0,0
"i love this app!
",5.0,0
"amazing graphics, and so much more to explore.
",5.0,0
"this game is awesome
",5.0,0
"this game is so fun.
",5.0,0
"awesome game.
",5.0,0
"i love the game its amazing its ten times better than the 1 one i hope they make another one.
",4.0,0
"the game is great.
",5.0,0
"its real cool .
",4.0,0
"much better than the first, so addicting
",5.0,0
"inspired by temple run but much better graphics.
",4.0,0
"nice game
",5.0,0
"or please tell me what to do!
",1.0,0
"this game is great
",5.0,0
"it's so good im speechless
",5.0,0
"i would recommend playing it over most of their games .
",5.0,0
"one moment i'm taking a turn in the woods and the next i'm sliding under walls and fire like i teleported.
",3.0,0
"more challenging!
",5.0,0
"but the gameplay is originally new in itself and yet, very different from gameplay of the original game.
",5.0,0
"awesome gameplay
",5.0,0
"never thought it would run on desire hd so smoothly.
",5.0,0
"awesum game.
",5.0,0
"beyond my expectations
",5.0,0
"das ist ein super spiel.
",5.0,0
"is there any chance to improve it?
",4.0,0
"the game is awesome guys.
",5.0,0
"superb game great job
",5.0,0
"it replaced subway surfers.
",5.0,0
"incredibly fun and addictive! :d
",5.0,0
"please fix it asap!
",1.0,0
"awesome game i cant stop playing it :d
",4.0,0
"i can't believe how great this game is
",5.0,0
"irritatd me alot.
",2.0,0
"gets me killed a couple times.
",4.0,0
"5stars for the game.
",5.0,0
"nice game. .
",5.0,0
"better graphics and more variation makes tr2 better than its predecessor.
",4.0,0
"i've played the first and i have to say, there are alot of things better about this one.
",5.0,0
"it is too addicting for me.
",5.0,0
"really cool game.
",5.0,0
"great app
",5.0,0
"sorry but the original is way better :)
",2.0,0
"i see that this game is amazing and i love the way u go in the mine
",5.0,0
"please fix and i will change my rating.
",1.0,0
"awesome game with superb graphics it has bcum from best to bestest.
",5.0,0
"way better than the  first temple run.
",5.0,0
"my sister has a tab and the cave works on that.
",1.0,0
"great game and very nice upgrade from the previous version!
",5.0,0
"splendid graphics and fast gameplay.
",5.0,0
"waaay more interesting than the first.
",5.0,0
"just download this game is amazing!
",5.0,0
"customisation, art, level variation, this is a definite improvement on an already great game.
",5.0,0
"u guys nailed it.
",5.0,0
"this game is amazing and is the  nexus 7
",5.0,0
"also i have a galaxy s vibrant 1
",1.0,0
"itsss a grrrtt game
",5.0,0
"runs great on note 2.
",5.0,0
"best graphics that i have seen in an android game.
",5.0,0
"very fun but ive found a bunch of bugs.
",4.0,0
"it was fun and challing
",5.0,0
"best game in the market.
",5.0,0
"keeps on getting better!
",5.0,0
"other than that though, zip lines are great fun, the unlockables feel good in speed, and the power meter is great.
",4.0,0
"temple run 2 is so fun.
",5.0,0
"it reminds me of the original version but has new, exciting twists! :)
",5.0,0
"played the game before in my friends ipod.
",4.0,0
"cool game.
",4.0,0
"this game is alwsome
",5.0,0
"best temple run ever!
",5.0,0
"game came a long way keep up the good work!
",5.0,0
"i love this game sooo much.
",5.0,0
"it so fun challenging.
",5.0,0
"this game is very good game
",5.0,0
"thanks, and the graphics are amazing btw
",4.0,0
"its a great game, better than the first one!
",5.0,0
"i luv it but it needs more work
",4.0,0
"cant wait for new content.
",5.0,0
"but overall fine
",3.0,0
"game play and graphics are excellent.
",3.0,0
"nyc game.
",4.0,0
"stop looking at the same gameplay, but the curves in the gameplay, the sharper graphics, for petes sake, you even ride a railroad cart in your run!
",5.0,0
"not a big gamer myself, but addicted to this one!
",5.0,0
"the game is the best game in universe.
",5.0,0
"love the improvements.
",5.0,0
"nice but very hard anyway i love this game ?
",5.0,0
"i liked the first one better.
",5.0,0
"it might just be my device a hacked nook tablet lol
",1.0,0
"sexy game
",5.0,0
"this game is an awesome remake of the original temple run.
",4.0,0
"absolutely great very fun no lags or shutdowns.
",5.0,0
"really want to play.
",3.0,0
"awesome game.
",5.0,0
"very addicting.
",5.0,0
"that rope jumping is awesome.
",5.0,0
"totally am giving 5+ for this game
",5.0,0
"far better dan temple run 1
",4.0,0
"run fast
",5.0,0
"this is highly frustrating, especially since my little sister and i love this game.
",4.0,0
"100% should get if you liked the original game.
",5.0,0
"option added.
",5.0,0
"highly addictive!
",5.0,0
"as addictive as the first, but better
",5.0,0
"beast of this message is a good morning show up a few minutes a great clips
",5.0,0
"""is a cool game for me""
",5.0,0
"atleast the last one was playable!
",1.0,0
"i swear its one of the best apps on the market
",5.0,0
"love they included ziplining in it also.
",4.0,0
"love this 2nd coming.
",5.0,0
"its  a lil harder but challenging is good
",5.0,0
"fun game
",2.0,0
"i wouldn't care as much if i didn't need them for a challenge.
",3.0,0
"excellent graphics
",5.0,0
"hope temple run 3 will be more and more exciting
",5.0,0
"its just more fun absolutely
",4.0,0
"its way better than the first temple run.
",5.0,0
"it's harder than the first one, but pretty good.
",4.0,0
"this game is very fun but the missions get really hard
",4.0,0
"it's more adventurous awesome graphics:-d
",5.0,0
"just love to play  it's like addiction part 2
",5.0,0
"extremely addictive!
",5.0,0
"i want to play it so bad!
",1.0,0
"the bestest game temple run 3 should also release
",5.0,0
"this game is awesome.
",5.0,0
"kya game he bhai
",5.0,0
"sexo love it mahnnnn
",5.0,0
"it's more addictive then the first one  :-)
",5.0,0
"nice app
",5.0,0
"i don't like as much as the original, but fun ansi nice change of scenery from the original
",4.0,0
"better graphics with less lagging.
",4.0,0
"gr8 work by the team of temple run.
",5.0,0
"i like it thats all i can say, its alot more challenging to play
",4.0,0
"awesome new version
",5.0,0
"good graphics as compare to temple run n all new game
",5.0,0
"very nice graphics
",5.0,0
"awesome improvements in the game o,o i mean like everything in it improved as well.
",5.0,0
"it's an amazing game awesome graphics and i think everybody should play it and love the gigantic monkey
",5.0,0
"we have an ongoing battle, i'm winning for now.
",5.0,0
"as addictive as its predecessor but more interesting not the same old pathway anymore.
",5.0,0
"this is what we call awesome.!
",5.0,0
"this game is awesome
",5.0,0
"lots of fun
",5.0,0
"a fascinating adventure that makes you run for your life!
",4.0,0
"very nice game
",5.0,0
"fun game
",5.0,0
"best game for him and i to play.
",5.0,0
"all my kids and myself have a great time playing temple runi 2.
",5.0,0
"i love the new graphics.
",3.0,0
"soooo much better than the first one
",5.0,0
"at first it was kind of confusing but now its awsome and very addicting.
",5.0,0
"overall it is a great game but there are still a few bugs.
",5.0,0
"would be five but i honestly think the first one is better.
",4.0,0
"buti love the game it is really fun!
",4.0,0
"my favorite game hands down.
",5.0,0
"graet work i give 5 stars.
",5.0,0
"it's fantastically amazingly awesomely addictive app!
",5.0,0
"great game !
",4.0,0
"# 2 is soooo much better than one.
",5.0,0
"is ugly and bland but that's most likely intentional to make it tougher.
",3.0,0
"very fun game :)
",5.0,0
"just a little more difficult,super fun
",4.0,0
"this version makes it bit more challenging .
",5.0,0
"3rd worlds worst game
",1.0,0
"its gud to play  adventures temple run2
",5.0,0
"i like sooooooooooooooooo much
",5.0,0
"only thing is that it feels to in rewarding after each.
",5.0,0
"best game copy of subway sufers but  best game
",5.0,0
"simply awesome and highly addictive game.
",5.0,0
"and the improved game play is what keeps you feel like you r really into the game.
",5.0,0
"great app!
",5.0,0
"super duper awesome game.
",5.0,0
"i was wrong :)
",4.0,0
"the game is great and only has a few bugs i can see.
",4.0,0
"great game, love the graphics !
",5.0,0
"great game for kill my boring time.
",5.0,0
"smoother than the original temple run.
",4.0,0
"the only app which i have not used to turn up in my battery usage list.
",4.0,0
"other than that, it's a great app thanks
",3.0,0
"this looks alot funner
",5.0,0
"great graphics, nice gameplay, addictive as part 1, enjoying it.
",4.0,0
"very good and better then the first one with better graphics
",5.0,0
"cant wait to see whats next guys.
",5.0,0
"love the leveling up system makes it very challenging.
",5.0,0
"i lik it its really fun nd awsom
",4.0,0
"download this game
",5.0,0
"very enjoyable game
",5.0,0
"my fav game by far.
",1.0,0
"man this game is the bomb couldn't stop playen after first try
",5.0,0
"kinda frustrating since it's my first time playing but worth it ^_^
",5.0,0
"great fun for everyone.
",5.0,0
"if you like part one part two will be your new favorite.
",5.0,0
"improved graphics and more addicting!
",5.0,0
"great game
",5.0,0
"works better in low end devices
",5.0,0
"besides that, solid game.
",3.0,0
"great game great graphics
",5.0,0
"plz help cuz i absolutely love this game!
",2.0,0
"i'm not a tech expert but i enjoy the game play.
",4.0,0
"great graphics
",5.0,0
"still the best running game i ever played.
",5.0,0
"its nice, different then one but could be more better.
",4.0,0
"better than temple run1 high score-32541112.
",5.0,0
"this game is nice .
",5.0,0
"come download n play
",5.0,0
"good app, feel so real
",4.0,0
"meets the expectations.
",5.0,0
"really loving it getting addicted to it
",5.0,0
"cant stop plaging it!
",5.0,0
"and difficult which i love to play!
",5.0,0
"good job for the new graphics. :)
",5.0,0
"the game is great
",5.0,0
"very addictive and challenging
",5.0,0
"it's a very beautiful game.
",4.0,0
"alot of stuff goes wrong.
",4.0,0
"great job, thank you!
",5.0,0
"nice edition as the second one actually became better than the first!
",5.0,0
"a superior game as is to be expected!
",5.0,0
"youve to try this.
",5.0,0
"highly addictive !
",5.0,0
"but in sum up its a gud game. :-)
",4.0,0
"this game gives me a real feeling.
",5.0,0
"imagine temple run 3!
",5.0,0
"its a great game!
",5.0,0
"thx bros
",5.0,0
"graphics and editions are awsum
",5.0,0
"game looks good but its too rough.
",4.0,0
"i bet it would be a cool game but i can't see that for myself!
",1.0,0
"sweet gfx and addiction gameplay
",5.0,0
"in reaching this milestone, the hot action game topped the previous record holder, angry birds space, which rocketed to 50 million downloads in 35 days.
",5.0,0
"wow this game is awesome i love this game.
",5.0,0
"am sticking with temple run 1
",2.0,0
"i just love this game.
",5.0,0
"played on ios.
",5.0,0
"nothing changed form the 1st one
",1.0,0
"brillant game myself n kids love it
",5.0,0
"this is not just another endless running game.
",5.0,0
"i never thought that there could be a better game than temple run.
",5.0,0
