text,rating,informative
"its a bit of a hassle to keep on changing between this and stock keyboard when I want to use the S-Pen Thanks :D
",4.0,1
"I wish it had trace however.
",5.0,1
"Need more themes.
",1.0,1
"Need t9 input
",1.0,1
"My use case: Type something and select one of the three suggestions on the top of the keyboard.  In my scenario (three languages, de/en_US/he) this fails a lot (I think mostly with German words).
",1.0,1
"Type something, select the completion and the current text isn't replaced with the selected word, but removed entirely.
",1.0,1
"Combining multiple languages in one keyboard (one for de/en_US instead of two different) is crap as well.
",1.0,1
"The portrait mode doesn't give me a predictions anymore.
",4.0,1
"But it makes my browser crash allmost everytime I use it.
",2.0,1
"Great except every time the phone turns off it resets to the default Samsung keyboard.
",4.0,1
"Any reason why I can't load language packs?
",3.0,1
"Some apps result in SwiftKey replacing the enter key with the smiley key as primary and long press as enter.
",2.0,1
"If there was an option to remove the smiley and leave as enter this wouldn't be an issue.
",2.0,1
"1, an option to add/remove words from the dictionary is present. The current method for word learning requires a few uses of the desired word.
",4.0,1
"2, a backup feature, so I don't lose my dictionary when I migrate phones.
",4.0,1
"SwiftKey 3 its crashing in web browser (chrome and stock browser) while selecting search bar and editing txt.
",2.0,1
"Although you should make more themes.
",5.0,1
"It doesn't seem to access my Gmail for personalization, it keeps saying failed.
",3.0,1
"Is there no way of changing the language priorities?
",5.0,1
"Faroese language is not registered, and I understand why because it is so small, but I wish I somehow could personalize the languages even more.so that it automatickly remebers faroese words
",4.0,1
"runbish, installed but wouldnt download languages so couldnt use it pluss couldnt re fund
",1.0,1
"Has been my keyboard of choice for a while but it just doesn't work on Jelly Bean -
",2.0,1
"if you can't download the language packs you can't use the keyboard!
",2.0,1
"Cannot download the languages or use it
",1.0,1
"I just heard all these good things about this app and then right from the start the languages don't download...
",1.0,1
"Before it started hiding key. When you long press a key to get the options it hides behind the other keys but only on 3rd party text boxes.
",2.0,1
"But there should be more themes
",5.0,1
"PLZ make more themes n can u make the key board look like adapt keyboards plz
",3.0,1
"The keyboard itself is great but the word predictions are atrocious.
",3.0,1
"Why can't it learn directly from all of my typing, instead of having to via gmail, twitter or Facebook - none of which I have.
",3.0,1
"Please improve the predictions.
",3.0,1
"It's alright I guess but it seems to have a knack for freezing up high end devices
",4.0,1
"But keeps failing to download English language pack update so now I have no autocorrect :(
",5.0,1
"I would give it a 5 star as it's perfect but it's annoying that despite being set as my default keyboard I still have to switch to it every time my phone restarts.
",4.0,1
"I like the speed it allows me to type but the predictions that automatically insert when I don't notice change my word completely.
",2.0,1
"And the most annoying thing of all that hasn't been fixed yet by any update, is the app some how turns off my haptic feed back.
",2.0,1
"There's a bug where the predictive keyboard doesn't always register. You have to come out of the message and go back into it.
",1.0,1
"The word prediction is spot on, the different themes look great, but the inability to use swype is annoying, as is the inability to use ALT+backspace to delete an entire line of text.
",3.0,1
"Because if a user inputs a VALID word, the program should NOT auto-replace it with anything else, no matter how much more relevant it thinks that is.
",2.0,1
"Only thing lacking is the ability for handwriting with note 2 spen.
",5.0,1
"I'd like it more context sensitive (eg: email vs sms, my gf vs my boss,  etc), but not sure if android passes that info.
",4.0,1
"IT FORCES CLOSE WHEN USING ON CHROME, quite randomly, but too often to be acceptable.
",4.0,1
"But has an annoying habit of auto correcting correctly spelt shorter words into inappropriate longer ones.
",4.0,1
"this is the best keyboard ever, but it eats quite a lot of memory
",4.0,1
"As I'm typing the cursor jumps to the middle of a sentence.
",3.0,1
"It has some great features, but there is a noticeable lag with my GSM Galaxy Nexus.
",3.0,1
"the whole point of the Samsung Galaxy is the swiping, it differs from every other kind of phone, and this app does not support swiping this app sucks,I wouldn't recommend this to anyone!!!!!!!
",1.0,1
"5 stars when i can disable prediction in favor of more screen real estate.
",1.0,1
"Was working fine until it said that it is unable to load language packs, including English!
",1.0,1
"1. Landscape is always full screen (no option)
",4.0,1
"2. No option to toggle auto-space after punctuation and selecting predicted/corrected word.
",4.0,1
"2. Prediction doesn't show up in a lot of cases where it should - should always pop up unless in a username or password dialog.
",4.0,1
"4. Speech to text doesn't come up reliably - many times pops up and immediately disappears.
",4.0,1
"5.  Sometimes sluggish to open / type.
",4.0,1
"Why there is no Chinese language in this keyboard.
",3.0,1
"And also pls have more theme color
",3.0,1
"Would give 5 stars but it keeps defaulting back to the stock keyboard.
",4.0,1
"I would absolutely love it if you guys could make an update that would allow the user to be able to type in a SWYPE style format instead of having to punch letter after letter.
",3.0,1
"Lately there has been issues where the auto correct won't work and sometimes I'll type but nothing pops up, not until I try like 100 times
",4.0,1
"1) SwiftKey should learn from sms, Gmail etc automatically without having to go through settings manually. Before I knew this it annoyed me SwiftKey wasn't learning from my sms.
",4.0,1
"2) when you type a word that's not in the dictionary and SwiftKey changes it to something I don't want, when I backspace I should have my originally typed word as an option.
",4.0,1
"I just wish I could download more themes
",5.0,1
"In the configuration screen I set it as my default keyboard but after a while it keeps shifting to another keyboard.
",5.0,1
"Wish we had a support forum about the product we download.
",5.0,1
"Could you add a new theme ""RED NEON"" just like the blue neon (which is great by the way)....
",5.0,1
"Please add emoji there is alot of free keyboards have the emoji symbols :-$
",3.0,1
"Phones keeps hanging and crashing after last update
",1.0,1
"very nice keyboard but only thing lacking is choice of themes.
",3.0,1
"almost all themes are with closely spaced keys.
",3.0,1
"you guys shud add more themes like sony keyboard style or iphone style or stock android jellybean look
",3.0,1
"Loving this keyboard so far, would give it 5 stars except that there is no support for Chinese typing yet.
",4.0,1
"Minor niggles are: Please make apostrophes, colons and semi-colons behave like commas and full stops. ie automatic changing of space position.
",5.0,1
"Apostrophes could be dealt with better too with respect to prompting.
",5.0,1
"Only problem I ever had was that it often capitalizes words it shouldn't. Like the dutch word ""door"" or ""dank"".
",4.0,1
"Perhaps implement swipe that works as well as Google's implementation and I'll try it again?
",4.0,1
"My only gripe is that it doesn't have more black themed keyboard for us AMOLED screen users (to save power!).
",5.0,1
"The Neon theme is getting a little old...
",5.0,1
"It crashes every time when I add tags into Tumblr app.
",5.0,1
"I wish it was swype capable
",3.0,1
"Only if there were more options to customize the UI.
",4.0,1
"Got no use for smileys, instead I'd like to bind that to open the second page of special characters.
",4.0,1
"Doesn't learn some words despite multiple entries.
",2.0,1
"And now it's failing to show the predictive word bar.
",2.0,1
"Works great except several times everyday I have to set it as my default.
",3.0,1
"Got annoyed after they teased us with an upcoming swype like feature and haven't heard anything about it since...
",1.0,1
"Well would be better if it were a bit more customizable where the user can define the words and shortcuts.
",5.0,1
"Would give 5 stars if a personal dictionary is added as well as the option to learn from whatsapp.
",4.0,1
"Since I updated to 4.2, the keyboard has been way slower.
",4.0,1
"Unable to install after second step.
",2.0,1
"Seriously what's with them having access to everything we type???
",1.0,1
"Would love it if it had more symbols though :)
",5.0,1
"Not the first time the bloody thing outdates all language packs with no warning when I have no network access.
",3.0,1
"The only thing it's missing is more character options!!
",4.0,1
"Awesome keyboard but hopefully there will be han yin pinyin support real soon
",5.0,1
"It's an amazing keyboard except that if you misspell a word and it underlines it, and you select the proper word it doesn't actually change it. It just puts the cursor at that location.
",4.0,1
"This is a great app even if now there is the new android 4.2 but to get 5 stars it HAS to have SWIPE like in the new version of android!!!!!
",4.0,1
"I only wish there was an option to disable the instant space after a punctuation.
",5.0,1
"I constantly hit the space bar after inserting a period which adds a word that I didn't want there.
",5.0,1
"On jellybean now on note 2. Really buggy now.
",3.0,1
"Very slow to backspace through words and randomly won't display autocorrect suggestions or correct anything.
",3.0,1
"Have to close keyboard and reopen to get suggestions way too often.
",3.0,1
"Has been brilliant but something has caused the language packs not to download!
",1.0,1
"But on my Thunderbolt multi touch has issues.
",4.0,1
"It's a very good application but it support traditional Chinese language will be perfect.
",5.0,1
"One thing though, it always corrects ""texting"" to ""testing"" is texting not a word or something?
",5.0,1
"A few more themes would be nice.
",5.0,1
"Only thing missing is a clipboard but other than that it fires on all cylinders
",5.0,1
"My only complaint is that every time I restart the phone, it goes back to the default factory Samsung keyboard.
",5.0,1
"Everytime I turn my phone off or restart it it goes back to default keyboard and I have to keep activating this one...
",1.0,1
"Can't turn off the auto inserted space after a period or question mark. All my messages now have extra spaces after them.
",1.0,1
"Love this keyboard, but every time I turn the handset off and on it loses default settings.
",3.0,1
"Only one problem is that I don't always get the word select option in some apps such as Firefox.
",5.0,1
"It's the best keyboard I have used by far, and I love the themes (but maybe a couple more? Or a way to make our own?) but it has issues with certain words like page, which it often automatically capitalizes or it will change ""love"" to ""live"" (or something similar).
",3.0,1
"Edit: Half the time, dragging for punctuation deletes the word I'm typing since JB update.
",3.0,1
"Some of the layout designs annoy me and it takes a long-press to activate voice typing which is frustrating when in a hurry.
",3.0,1
"Worked a couple times before crashing.
",1.0,1
"Now can't get beyond choosing English language download due to 'network error', no matter how good my connection is.
",1.0,1
"The auto space after a full-stop is ridiculous. Allow the option to turn it off.
",1.0,1
"Trying to type a username and the autocorrect changes it.
",3.0,1
"Good app but ever since my phone updated to jelly bean today, the keyboard has been a little laggy.
",4.0,1
"And the hepatic feedback feels different than it did before. Even at 2ms I can feel it way more than I could before when it was at 7ms, which is inconvenient.
",4.0,1
"And what's with not being able to put arrow keys on the tablet version?
",5.0,1
"I'd really like to see a winter/Christmas theme like they havr for Halloween though.
",5.0,1
"Also doesnt have a feature to minimize the keyboard. I could not access a certain app one time because of this.
",4.0,1
"so when I am typing a text, the auto correct lags behind then inserts the mistake repeatedly back to back. not only that, but by the time it catches up, it has already sent the message.
",1.0,1
"additionally, in the chrome browser the keyboard won't let me type in the appropriate space.
",1.0,1
"I find myself constantly switching between LastPass & SwiftKey Keyboards. :-\
",4.0,1
"Although it kinda Sucks how I had to pay for multiple Downloads for each of my devices.
",4.0,1
"i like everything about this app with 1 (very significant) exception.no swipe feature.
",3.0,1
"i am super-dependent on using swipe to enter words, so without that, there's no real point in me having this app.
",3.0,1
"It won't autocorrect my misspellings when set to inert a period with double space.
",2.0,1
"when set to insert a prediction, will insert a random word whenever I use punctuation and then space.
",2.0,1
"the only problem i have is the themes, needs more.
",5.0,1
"The only issue I have is lack of themes.
",5.0,1
"Also, no Japanese support!? ...
",5.0,1
"Which is lame. :/
",4.0,0
"After the last update and the (smart space) I lost all my respect to this keyboard.
",2.0,0
"I really didn't expect this app to be this good.
",5.0,0
"Just as it has done with this whole review.
",5.0,0
"It absolutely rocks on the tablet.
",4.0,0
"If you're a Galaxy S3 user, shut up and give them your money.
",5.0,0
"SwiftKey took one of the biggest negative things about my phone's overall usability and made it one of its best features.
",5.0,0
"Obviously, you like anecdotal evidence if you're reading reviews, so here are the results of a typing test I just did comparing the native Samsung keyboard to iOS and SwiftKey.
",5.0,0
"It's well worth your money.
",5.0,0
"Complete trash compared to the PERFECT KEYBOARD.
",2.0,0
"In fact this happened while typing this review.
",4.0,0
"This ap helps..
",5.0,0
"Great work for language input.
",5.0,0
"I have only 1 complaint.
",2.0,0
"With that, this would be a 5 star app.
",2.0,0
"what a scammy way to do things.
",1.0,0
"I want my refund...
",1.0,0
"It's amazing how accurate the auto correct is and how it adapts to your typing style.
",5.0,0
"Other keyboards work fine with it.
",4.0,0
"I really can't believe I've lived for years without thus keyboard app.
",5.0,0
"The left swipe erase makes it great.
",5.0,0
"Can't live without it
",5.0,0
"Must have app for all android users......
",5.0,0
"SwiftKey is probably going to be the first and only app I will ever buy for my phone.
",5.0,0
"It just learns it by itself!
",5.0,0
"Maybe fix?
",4.0,0
"Ended up shelling out for it when trial expired.
",5.0,0
"The set up, feel, look and overall flow is incredible.
",5.0,0
"Learns how I type and what I would most likely say.
",5.0,0
"I am so used to this new keyboard that I don't want to go back.
",4.0,0
"The keyboard is quite customizable and has a lot of options that makes it a product you can't miss on your Android device.
",4.0,0
"Also any way to make the keyboard scroll down while trying to view text in horizontal mode?
",4.0,0
"iPhone's can.
",4.0,0
"Otherwise, excellent!
",4.0,0
"I've tried many downloaded keyboards and this one is by far the best. Awesome app.!
",5.0,0
"Amazing keyboard.
",4.0,0
"I am SO glad I bought this.
",5.0,0
"Running this on GB 2.36, CM9,  and CM10.
",5.0,0
"I've used so many keyboards including Swype Beta but this app beats them all in overall speed and accuracy.
",5.0,0
"While I do like swiping, but it's only fast for small words.
",5.0,0
"So when I tried SwiftKey I was surprised how it almost types itself,  thus,  saving a lot of time. Been using this for over a month - typing on touchscreen is actually enjoyable now. LOL!
",5.0,0
"Way better than the crappy android ones.
",5.0,0
"I don't use Swype now.
",4.0,0
"Predictions are really very good.
",4.0,0
"Makes this keyboard useless.
",3.0,0
"App is completely unusable.
",5.0,0
"Best keyboard ever!
",5.0,0
"I love the keyboard but not all the problems it has caused!
",2.0,0
"I bought this keyboard for my fat fingers.
",1.0,0
"A must buy app.
",5.0,0
"It's got awesome prediction capabilities and really great keyboard interface.
",5.0,0
"Probably its gingerbread's fault
",5.0,0
"I'm a fast typer.
",1.0,0
"Pops up words and phrases I use all the time.
",5.0,0
"But this keyboard is awesome!
",5.0,0
"Better than I hoped.
",5.0,0
"The Samsung stock keyboard on my Galaxy siii is so lame in comparison, it makes me think Samsung is getting a kickback from Swiftkey and Google;)
",5.0,0
"This app is really amazing how it can improve your typing.
",5.0,0
"I it is also a Bonus that you can customize the keyboard in awesomeness!!
",5.0,0
"Well I have found my new keyboard i have tried many and this seems to be the best...!
",5.0,0
"This is my favorite keyboard again..
",4.0,0
"it's so bad ..
",2.0,0
"It almost seems as if it's reading your mind.
",4.0,0
"Talk about saving a lot of valuable time.
",4.0,0
"I don't know how I survived without this app.
",4.0,0
"Definitely a buy.
",5.0,0
"I have been using SwiftKey for the past 1 year on the S2 and Note 1 and no problems at all.
",4.0,0
"Worth every penny!!!!
",5.0,0
"I think the above comment says it all.
",5.0,0
"I've even used Swype and this is still my favorite. :)
",5.0,0
"And is way better then stock keyboard...
",5.0,0
"Best keyboard in the android market.
",5.0,0
"Smooth typing and soooo smart!
",5.0,0
"Thanks SwiftKey!
",5.0,0
"Makes typing easier, effortless and consume less time.  B-)
",5.0,0
"The video says it all.
",5.0,0
"This keyboard helps me out so much.
",5.0,0
"Awesome stuff
",5.0,0
"Excellent keyboard experience!
",5.0,0
"Love this app more everyday
",5.0,0
"Fantastic work!
",5.0,0
"The best app!
",5.0,0
"Best key board I have ever tried!!
",5.0,0
"And I have tried alot of um
",5.0,0
"This is the best. Period.
",5.0,0
"Smooth as butter when is at its best ..
",2.0,0
"Very overrated keyboard in general in my opinion.
",3.0,0
"I was without this for a day or so and was lost...
",5.0,0
"Great, one of the best keyboard for Android.
",5.0,0
"Title basically says it all.
",5.0,0
"It would definitely be the first thing to install.
",5.0,0
"Makes typing ridiculously fast and highly customizable.
",5.0,0
"For the keyboard on the next update?
",4.0,0
"It is elegant and works well but I have just bought SlideIT and works better for me
",5.0,0
"Amazingly accurate, nimble, impossible to go back to any other keyboard after you get used to this one.
",5.0,0
"Any I've tried several.
",5.0,0
"I got the free trial and after using it for just a few hours I bought the full version.
",5.0,0
"I don't find the keyboard layout all that unique (and the number pad takes some getting used to), but the predictive text is second to none.
",5.0,0
"It makes all of my messages and email so much quicker and I don't think I could go back now!
",5.0,0
"It's pretty decent straight from the start but the more you use it, the more it learns from you and within a few days I'm typing better than I ever have from a touchscreen device
",5.0,0
"Should be on every android device.
",5.0,0
"I highly recommend it.
",5.0,0
"Best app I have bought!
",5.0,0
"Who thought this was a great idea to force onto people?
",1.0,0
"What's a wrong swiftkey people.
",1.0,0
"Great settings!
",5.0,0
"Useless on the Galaxy S3
",1.0,0
"I am too use to sliding my finger to type now.
",3.0,0
"Perfect keyboard minus a couple things.
",4.0,0
"I love it better than the one came with the phone
",5.0,0
"Predicts text unbelievably well.
",5.0,0
"Definitely recommend the download.
",5.0,0
"This does save you from many keystrokes.
",4.0,0
"However,  the keyboard system that comes with touchwiz sucks pretty bad!!!
",5.0,0
"And when you type a wrong word it fixes to the one that you were looking for!!!
",5.0,0
"Swift key is awesome.
",5.0,0
"I'm a fast typist and I miss the mark on most android keyboards but Swift key picks up what I'm typing flawlessly I wouldn't recommend any other keyboard.
",5.0,0
"It would let me sent nonsense words I've mistyped, something the iphone auto corrected.
",5.0,0
"Swift key not only auto corrects but it learns from your typing style.
",5.0,0
"I love this keyboard its the best 4 dollars I have ever spent.
",5.0,0
"Very useful and easy to use.
",5.0,0
"You can also set it for spell checker but it doesn't automatically insert what IT thinks you mean.
",5.0,0
"Love this app but for the moment it's too much work.
",1.0,0
"I don't think so.
",5.0,0
"Otherwise an excellent keyboard with excellent predictive text and excellent spell check.
",5.0,0
"Not sure what is causing it but fix that and you will have pure keyboard perfection!
",5.0,0
"Great keyboard, very accurate!
",5.0,0
"Just try and go back to a default keyboard after using this trial for a month.
",5.0,0
"got this a while back in the sale for 25p but had then got a iphone , but changed back to android recently , so installed again on my htc desire .
",5.0,0
"i have allowed the app access to Facebook and twitter and also my sms messages to learn my style of writing .
",5.0,0
"It's a normal keyboard.
",3.0,0
"would be excellent after that.
",4.0,0
"I have used this app for about one year and it is by far the best keyboard on any smart phone.
",5.0,0
"It seriously makes typing sooo much faster and easier.
",5.0,0
"It learns from what I type and predicts crazy accurate stuff!
",5.0,0
"I don't like something change it.
",5.0,0
"Like eveything else on this phone :)
",5.0,0
"Other than that, wouldn't change a thing.
",5.0,0
"I love it makes my sms much better for things you get lazy about.
",5.0,0
"Way better than the terrible Samsung Galaxy S3 keyboard.
",5.0,0
"It's way faster and a million times more accurate.
",5.0,0
"Do yourself a favor and download this app.
",5.0,0
"The factory keyboard on my galaxy s3 is terrible.
",5.0,0
"This app is awesomeness but not without problems.
",3.0,0
"Learns as you type and makes perfect corrections.
",5.0,0
"The best keyboard for fast typers.
",5.0,0
"I honestly think this is the best keyboard on android.
",5.0,0
"But not anymore...
",3.0,0
"Decent keyboard but not enough to warrant a purchase over the stock.
",3.0,0
"If this app and thumb keyboard could somehow have a baby app, then that would be the best keyboard ever.
",4.0,0
"Makes the predictions amd corrections with great ease and accuracy!
",5.0,0
"Overall very good.
",4.0,0
"That would make it perfect.
",5.0,0
"I can't believe I was using the standard s3 keyboard for so long!
",5.0,0
"This thing is simply the best touch screen keyboard I've ever used!
",5.0,0
"I wish I would have downloaded it earlier!
",5.0,0
"That said, SwiftKey is an extremely competent app that gets a deserved 5* from me and a huge well done and thanks to the dev team!
",5.0,0
"Going back to the android default made my texting while driving made it 10 times more dangerous than it already is.
",5.0,0
"Excellent and very useful!
",5.0,0
"I do I need to buy it again for my tablet?
",3.0,0
"Between this and swype its even bcuz they both work great and do what their supposed to do.
",5.0,0
"It's just great, the looks of keyboards, how it knows what I'm about to type!
",5.0,0
"Predictions are changing to your style and tailored to YOU.
",5.0,0
