text,rating
"and sometimes when i try to use a save me, it freezes and exits out of the game.
",5.0
"really much better than de previous one
",5.0
"i have a samsung infuse 4g and i got the game and it wont pull up it goes right off as soon as i get on it
",1.0
"error downloading on my galaxy tab gt 1000. :-(:-(:-(:-(
",4.0
"its slow downloading but i wait.
",5.0
"the game runs very fast on my note 2 grest thanks to imangi studio
",5.0
"this game is the best game of all time on mobile
",5.0
"this game has insane graphics and is much more fun than the original.
",5.0
"samsung note 2.
",5.0
"let's see how it work in my micromax tab
",3.0
"doesn't work on my samsung infuse
",1.0
"i wasn't expecting such a big but nice, change between a game and its prequel
",5.0
"it is an amazing game but won't work on htc desire pls pls pls fix and ill rate 5
",1.0
"jst one is thing the in this is nt moving quickly specialy on train mode
",5.0
"really, i have the game maxed out on my more than capable phone, and there's still pop in textures.
",3.0
"floating islands in the background always pop in and it looks terrible.
",3.0
"nice game
",5.0
"what a jump from the first one!totally emerses you in the story and surroundings.love all the undulations,rivers and mine cart!fabulous work!
",5.0
"its temple run 1+subway surfers+rail rush!runs perfectly on my galaxy s3.
",5.0
"every time i try to play it, it keeps closing and i undownloaded and downloaded again.
",2.0
"it's twice as fun and challenging as the original!
",5.0
"can't reach level 9!
",5.0
"super fun!
",5.0
"more characters please!
",5.0
"but good job to imangi!
",5.0
"great beginning to a new year
",5.0
"cool cool cool
",5.0
"love this game just as addictive as the first but only better!
",5.0
"a constant fun excitement with much better visual graphics.
",5.0
"also appreciate the quick update for the back button.
",5.0
"doesnt let me download it
",1.0
"have to admit this is fun but the automatic movements to the side can get annoying however its a brilliant effort.
",5.0
"the graphics are much better.
",5.0
"this is the first time i rate a game.
",5.0
"great graphics. .i love playing this game .
",5.0
"cool game better then temple run
",5.0
"it was a great game the two or three games i got to play but after that whenever i try to open it goes to the loading screen then automatically closes.
",3.0
"what 2do when i download it says package is invalid
",1.0
"do not get game sucks bad graphics first one better does not evan open up
",1.0
"awsum graphics fun to play with
",4.0
"this game is totally awesome.
",5.0
"i rated it 5 star.
",5.0
"i can't stop playing!
",5.0
"lots of new stuff.
",5.0
"recommended game for everyone.
",5.0
"excellent graphics.
",5.0
"please optimize for qvga devices !
",1.0
"it looks so oversized '   can't even play the game .
",1.0
"i have a lg optimus l3 it is an armv7 qvga phone , please optimize.
",1.0
"i luv this game so much!
",1.0
"not working in o+ phone fix it pls
",1.0
"great improvement overall.
",5.0
"just need constant update to fix minor issues like lag, back button etc.
",5.0
"better than the and more space to run and turn.
",5.0
"i so love this version.
",4.0
"but mine has a gliche and sort of freezes.
",4.0
"nice but with lags
",4.0
"runs very smooth on my gs3.
",5.0
"the game is just phenomenal but the coins connected keeps getting deducted when the monkey gets to eat you and for some reason automatically reduces too.
",4.0
"please update quickly.
",4.0
"graphics are awsome
",5.0
"ghraphics are awsum thn older.enjoy the game.!?
",5.0
"excellent game
",5.0
"this game is out for phones
",5.0
"it's good but i takes to many mb from my memory.
",4.0
"great game awesome
",5.0
"i like this app that's why i am giving this app 5 stars .
",5.0
"beacuse it really deserive this.
",5.0
"igot it , its tooooo easy!
",5.0
"better graphics and more fun to play and very confusing.
",5.0
"great game.playing it on galaxy note 800.
",5.0
"this game runs smoother than the previous one on my phone.
",5.0
"over a 100 games played and not a single dropped frame or hiccup!
",5.0
"it's also easier to score than before and that's a welcome change.
",5.0
"never expected imangi studios to make a comeback in such a grand manner!
",5.0
"idk why is not working on my defy.hope you do something.
",1.0
"hopefully this game is what i'm hoping for!
",3.0
"in the processing so that's why i giving 3 stars!: ) wish me luck on this game.
",3.0
"hd gh
",5.0
"it works great in the first try.
",5.0
"great game
",5.0
"lol great game
",5.0
"addictive.super smooth
",5.0
"this is the most amazing game on the market
",5.0
"epic cool awesome amazing excellent epic absolutely epic
",5.0
"the update is great a bit speedy and when am trying to exit my phone stick and i have to restart my phone.
",4.0
"galaxy s2,  but am enjoying it.
",4.0
"great game.
",5.0
"awesome graphics and new rules are superb
",5.0
"i like this game very very awesome .
",5.0
"i love this game because this game can realized that we are in the game .
",5.0
"everyone has to download this game because it's very nice game .
",5.0
"i vote this game by 5 stars.
",5.0
"the grafics are so cool
",5.0
"just when others thought you peaked, you come out with another winner.
",5.0
"thanks for making it available to android earlier than you did with the first one.
",5.0
"best game that i have played
",5.0
"cant download it says package file invalid
",1.0
"temple run 2 runs lag free on the nexus 4.
",5.0
"i runs butter smooth!
",5.0
"i just love this game!
",5.0
"the game's excellent
",5.0
"great game
",5.0
"this is muhammad better than temple run 1 way better
",5.0
"graphics are a bit cartoonist!
",4.0
"temple run brave has better graphics.
",4.0
"a bit buggy, especially the speed boost.
",4.0
"but still a pretty good game!
",4.0
"its a greattt game nice upgrade from the orinigal.
",3.0
"but seriously fix you bug probs.
",3.0
"if im in setting i cant go back.
",3.0
"if i die it doesnt restart its just a screen with what ever killed me still there.
",3.0
"great graphics.
",5.0
"i love this game.
",5.0
"soooooooo much better than the first one!
",5.0
"nice graphics n awsm exprience.
",5.0
"love to ply.
",5.0
"it's a great game and app
",5.0
"good game but keep crashing
",1.0
"gaming taken to next level
",5.0
"galaxy s3 running 4.1.2
",1.0
"i love this game
",5.0
"love it , but , my coins keep disappearing , very annoying
",4.0
"nashulitugii maku.
",5.0
"its ausome and free!
",5.0
"that's what's so great it free and not like those shifty free games with the graphics which resemble animation made in the stone age by some pregnant elephant.
",5.0
"the graphics are splendid and manifest that the creators actually put some work into it.
",5.0
"it spectacular compared to the rest of the free and paid for games just get it there is no penalty!
",5.0
"this is how you create sequels!
",4.0
"awesome game!
",4.0
"very nice game
",5.0
"it looks like a good game but can't play it on my sidekick 4g :-(
",3.0
"superb game but, it needs a tilt sensivity controller the tilt is very slow and i always die on the tracks :( pleaxe fix otherwise nice game
",4.0
"beautiful game
",5.0
"works good on my samsung tablet, but don't work on my phone please fix this before i uninstal
",1.0
"is temple run good?
",5.0
"my answer is yeah.
",5.0
"but if ur answer was nah.
",5.0
"then this one is better anyways!
",5.0
"much more to.do  sooooooooooooooooooooo fun.
",5.0
"i definatly recommend! !
",5.0
"it dosnt installs says package file invalid
",1.0
"amazing graphic.
",5.0
"deserve 5 stars.!
",5.0
"my cousin downloaded this inherent samsung galaxy proclaim via the play store,& it makes her do puzzles but won't let her play the levels afterwards.
",1.0
"user interface is very good!
",5.0
"in short a must download.
",5.0
"the only thing wrong id that it lads too much
",4.0
"the game is realy fun you go in caves ride ziplines and when they say giant ape they mean it i hope you have as much fun as i did.
",4.0
"great app and lag free.
",5.0
"highly recommend downloading this game.
",5.0
"better than the first, great graphics, and endless fun
",5.0
"great game on my phone
",5.0
"well well well tr has once again proved that its one f d best mob app game.
",5.0
"i had cleared all achievements of d the previous ver.
",5.0
"n was really looking forward smthng new.n its here back with a bang.luv this game   cheers!
",5.0
"perfect graphics.
",5.0
"perfect new version
",5.0
"it's well desingned and it has lots of vocals, i'm sure that there's something missing.
",5.0
"i love dis gamee
",5.0
"well i would be able to say something about the game if i could play it!
",1.0
"it forcecloses everytime!
",1.0
"i tell you what i'm tired of all the good games not working on the samsung infuse!
",1.0
"it kinda sucks because the resolution is high on my lg optimus l3.if you have an update please make the resolution compatible on my phone.i will rate 5 stars when you do
",3.0
"i was rappelling down a rope, and the character sort of continued moving forward and down a cliff.
",5.0
"i used a gem to revive my character, but he was running while assuming the rappelling position.
",5.0
"i couldn't control him at that point until he hit a tree.
",5.0
"i used a magnet while rappelling down the rope, if it would be of any help.
",5.0
"otherwise, great game!
",5.0
"please change the camera perspective so we can see what will happen after we turn right or left.
",5.0
"i have a samsung s2, an asus tablet and a kindle fire hd and it works well on all of them!
",5.0
"i open the game & it just freezes or it doesn't let you play
",2.0
"this game is sooo good and a lot better than the fiest one!
",5.0
"i like that its different everytime and that there are objectives and the graphics are amazing :)
",5.0
"wont open then goes to home screen
",1.0
"absolutely loving it!
",5.0
"works well on xperia p, turning is easier than in temple run 1
",4.0
"the graphics are miles better than the original but if your phone doesn't have huge storage it fills up to 130mb per run!
",3.0
"amazing graphics didnt expect it to come out on android until another couple months!
",5.0
"i have no money on my account, i can't get gems, and every time i die, if i don't have gems it's like do you wanna get more gems?
",1.0
"blah blah blah!
",1.0
"this game sucks!
",1.0
"keeps force closing as you start running
",1.0
"it was really fun and challenging but i would recommend this to anyone luv it so much
",5.0
"gameplay is excellent.
",5.0
"some minor glitches need to be sorted out but apart from that its one of the best games to run on my nexus 4
",5.0
"i really like the game, and lol i was distracted by guy dangerous's skinny jeans with combat boots.
",5.0
"nice clothing (;
",5.0
"just great pics.
",5.0
"waiting to play n explore
",5.0
"perfect graphics.
",5.0
"i like all the new obstacles and how you end up in a mine cart in a cave if you go far
",5.0
"awesome graphics but how to exit the game.
",3.0
"this is more better than the paid temple run brave.
",5.0
"grafixs are great and so real.
",5.0
"nice game
",4.0
"one of the best games with a simple idea
",5.0
"molto meglio del primo.
",5.0
"better to the first one but gameplay could be smoother and the tilt sensitivity could be increased (or there could ve a tilt sensitivity setting)
",3.0
"very very good.its free tht is the most amazing thing
",5.0
"brilliant game very innovative and fun to play
",5.0
"makes you feel that you are living the game
",5.0
"can't beat the first one, but this one is awesomt too.
",5.0
"so fantastic, love so much
",5.0
"runs like magic .
",5.0
"jeeze i am sooooo annoyed!
",2.0
"not to be rude, but what gives with the tilt sensors!
",2.0
"i can't even move to the side without turning my tablet around!
",2.0
"alot better than the first one,  more fun levels its great
",5.0
"game rocks
",5.0
"cool and harder
",5.0
"amazzzziiiinnngg super cool game
",5.0
"i love this game it's really fun didn't think they would come out with a 2nd one but im glad they did; ) also takes way to much to tilt plz fix: ( t-mobile my touch 4,g
",5.0
"fairly well sequel of original game.good graphics
",4.0
"this game is better than having sex with barley legal teens !
",5.0
"its takes a long time to load on my galaxy ace plus and it lags!
",3.0
"just the same with the first temple run.
",3.0
"the game is so addicting.
",3.0
"awesome game.
",5.0
"love this new version
",5.0
"won't let me open the game.keeps force closing
",2.0
"the game is awesome.
",5.0
"high graphics everything cooooool!
",5.0
"one of d best game ever played so far.amazing superb graphics.100times more bette n interesting than first version.gr8 well appreciated game.!
",5.0
"awesome graphics and awesome gameplay.
",5.0
"the game is fantastic, the best thing is that the graphics are so nicely executed that you feel as if you are playing a playstation 2 game.
",5.0
"i love the imangi studios that they released the android version quickly without much delay from ios.
",5.0
"thank you so much.you guys rock!
",5.0
"woo.wat a nice game
",5.0
"such a great update, graphics, gameplay, smoothness, added features like gems.
",5.0
"when i tried to download it it took so long and theres not many coins and powers are hard to get and they dont last
",4.0
"very adventurous and has nice graphics
",5.0
"it keeps lag on my device pls fix it
",1.0
"doesn't do well with phones with sensitive screen, specially sony sola.
",4.0
"but overall, very good game!
",4.0
"tm 2 for android is out!
",5.0
"it was awesome than the prev one, even harder too tbh.
",5.0
"overall great, and this is for freeeee!
",5.0
"everytime i open the app it freezes my phone.
",1.0
"i love shahnawaz
",5.0
"this game is fun but it kind of  hard it  better then the first one i think
",5.0
"i can't download it! :((( help me! :(
",1.0
"this game is the best temple run out of all the games that try to mimic the old series have just another great game as competition
",5.0
"its very cool game.
",5.0
"the sensitivity of the game is too low!
",3.0
"and you can't exit the game!
",3.0
"at first, i thought it freezed, but no, you have to force stop it from task manager!
",3.0
"(update- still no sensitivity
",3.0
"excellent bravo awesme graphics
",5.0
"nice game
",5.0
"temple run 2 is da best game eva.
",5.0
"just as good as the first, more challenging and fun.
",5.0
"sometimes does weird stuff but 99% of the time its great.
",5.0
"great work but lagging a bit even if running with low graphics.
",5.0
"i am sure with new updates all the tilt and stability issues will be fixed.
",5.0
"waiting as hell
",5.0
"it's great, but first temple run was a little bit smoother on sgs plus.
",4.0
"keep working on performance, this game is really awesome!
",4.0
"this game is amazing better then the first one!
",5.0
"love it better then the first one, more smooth less glitches & hardly lags.
",5.0
"it wudn't even get 2 da game & close the app by itself
",1.0
"each i use save me it force closes.
",4.0
"plz fix da bug or its awesome.
",4.0
"super jocul.
",5.0
"nice game but after it loads i return to the homepage and i cant play but plz fix it im playing on samsung galaxy tab 1010
",5.0
"it is a awesome game better than the other one challengeing but other than that love it
",5.0
"great graphic.
",5.0
"love love love! :)
",5.0
"this game has soooo many different settings.
",5.0
"like the forest and the train tracks.
",5.0
"like this is my it game really.
",5.0
"the graphics are awesome to
",5.0
"minpr bugs like the person said, still a great game thanks !
",4.0
"runs smoothly on my galaxy s1 which i hadn't expected at first.
",5.0
"great visuals and content.
",5.0
"add the ability to upload top scores to facebook for 5 stars.
",3.0
"great game and possibly better than the first one definitely a winner although can get boring after a while.
",4.0
"it doesn't work properly on samsung galaxy chat.
",1.0
"kindly update it so that it can work on these mobiles.
",1.0
"this game it's amazing.
",5.0
"i like it more than first one and has better graphics.
",5.0
"new design it's more well organized and the game runs very smooth on my s2 4.2.1 jb.
",5.0
"this game much better than temple run 1
",5.0
"aweosme game
",5.0
"love the the graphics on this one & the save me gems!
",5.0
"however for sum reason my coins disappearing.
",5.0
"ill get to like 2,000 & next thing u know i have 400!
",5.0
"please fix its kinda hard to power up without coins.
",5.0
"besides that its great!
",5.0
"very nice game it is exiting game thx for this game
",5.0
"when i open the app it comes up with the imagini studios logo.
",1.0
"then after 30 seconds, the app will shut down.
",1.0
"please fix i am pretty disapointed! :(
",1.0
"the up and down and sideways movements can make you feel a bit queasy at times but it's a good follow up to the original.
",5.0
"could really do with a bit less jiggling about though, even when you are on some straight bits if there is any slight bend ahead, you will wobble about just a bit too much.
",5.0
"i have a htc one v which is low end but it runs fine for me even with best graphics turned on.
",5.0
"cool game
",5.0
"i have tried to download this app but i cant cause it dosent install but every time i do drains my battery and i have to keep charging it i cant even install it to my phone while its charging.
",1.0
"nice time waster
",4.0
"it's more smooth than temple run 1  loved some concept of being same as rail rush game added here
",5.0
"this ia an excellent game.
",5.0
"det startar inte ens
",1.0
"it's simply awesome.
",5.0
"hola, excelente juego, excelente excelente pero tengo problemas con la sensibilidad a veces no reconoce las rdenes y fcilmente pierdo muchas gracias
",4.0
"an excellent sequel.
",4.0
"very fun and easy to learn and visuals look stunning.
",4.0
"solid second go at a fun game.
",4.0
"i feel like the tilt needs to be a bit excessive sometimes though.
",4.0
"very nice graphics.
",5.0
"its truly amazing playing the game in my funbook
",5.0
"i got 6million in on the second day i played
",5.0
"excellent game
",5.0
"omg temple run.
",5.0
"i love how they change the pathways!
",5.0
"brilliant game, graphics, and scenery/objectives.
",5.0
"recommended download if you loved temple run original.
",5.0
"however, would ask for cheaper power ups, but that is about it:)
",5.0
"amazing evolution
",5.0
"can't complain when it's free and fun
",4.0
"great game
",5.0
"very gud improvement in graphics.
",5.0
"temple run back with a bang
",5.0
"i love the game but the game never loads and the only way for me to play it is if i reinstall it
",3.0
"i cannot get past the imangi studio screen before it force closes.
",1.0
"please fix this bug, i would really like to play this game
",1.0
"i just love the game.
",5.0
"i even play this during my classes.
",5.0
"love the difficulty and addictivness to this game
",5.0
"good game but tilt has prob
",3.0
"the game i've been waiting for!
",5.0
"smooth on xperia p although there are some minor lags.
",5.0
"i hope imangi releases temple run 3 first for android users next time.
",5.0
"android has a lot more devices than ios.
",5.0
"this game is proper awesome,, #loveit
",5.0
"niic love it
",5.0
"god game though my device dosent support tilt controls please add opition to choose between
",3.0
"better graphics and still runs smoother than tr 1!
",5.0
"mind blowing game
",5.0
"the game is awesome, the only thing i dislike is the fact that the achievements are set in stages.
",5.0
"one of my runs scored 2.6m and now that goal is on my achievement list.
",5.0
"it should have been set like the first game.
",5.0
"if you make the goal then you should get credit for it, no matter what level.
",5.0
"everytime i start playing the game, about every 5-10 seconds the game pauses itself!
",1.0
"won't tilt on my samsung g2
",2.0
"the graphics are incredible and the new ideas such as zipwire and mining cart are very good.
",4.0
"i like the set out on the character screen as it is very organized.
",4.0
"however there are some slight issues: the boost powerup is occasionally faulty; when the graphics are set to 'best' the character jumping is a bit jerky, and also, even when the graphics are set low it seems a bit weird on the eyes.
",4.0
"i thinhk perhaps they rushed to release it a bit, maybe could have waited a little longer to add it to the public.
",4.0
"however very good game, temple run triumphs again!
",4.0
"well sensitivity of tilt isnt good.jumps, etc. well overall the gameplay isnt at all upto mark as that of games in the market today
",1.0
"way better than subway surf
",5.0
"lagging on my xperia which is updated to 4.0.4
",3.0
"downloaded it but keeps force closing at imangi studio screen.
",1.0
"tap ""objectives"", and when the page comes up, look in the top left corner.
",5.0
"you ppl might not believe me, but check in the app.
",5.0
"otherwise, this game is totally addicting and super fun!
",5.0
"i encourage you to get this app!
",5.0
"especially cuz its free!
",5.0
"great game!
",5.0
"the gay is really blurry and laggy impossible to play .
",1.0
"not responsive most of the times.
",1.0
"unistalled untill fixed.
",1.0
"i have one x+ it should run perfectly!
",1.0
"somebody want try this game it is a very good game
",5.0
"i feel lyk im actually n the game :-) its so much better den da 1st 1 :-)
",5.0
"this game automatically stop while playing
",5.0
"great game but please add a tilt sensitivity option as it's very sluggish.
",4.0
"i love it better to than the old
",5.0
"super awesome game. !
",5.0
"more adventure.
",5.0
"thank u imangi for making temple run2
",5.0
"omg i waited this thankyouu imangi good job well done happy me overload yes yes yes!
",5.0
"i wonder if imangi just made many games aside from temple run
",5.0
"do u need a certain persson for the cave.
",5.0
"please add sensor sensitivity in settings as soon as possible.
",4.0
"except that game is nice.
",4.0
"nice graphics and superb performance on my s3.
",5.0
"love this game
",5.0
"temple run has come to the android version!
",5.0
"graphics too gd , n dfclty is also nyc .
",4.0
"nice game :)
",5.0
"really nice game
",5.0
"very awesome game jeep it up more
",5.0
"the added a lot of stuff over the original, keeping it way ahead in the endless runner race.
",5.0
"temple run 2 awsome!
",5.0
"fun good grafics amazing time pass
",5.0
"i like this game itttttt better than temple run 1 coooooooooooooool x)
",5.0
"great game
",5.0
"graphics gameplay features etc are all amazing
",5.0
"deffo my fave lol wanna see a temple run three
",5.0
"more obstacles, more fun :-)
",5.0
"temple run again proved that  it is still the best game.
",2.0
"great graphics and fun game how ever my note 2 is freezing when ever i open this game
",2.0
"i love this game!
",5.0
"it makes u forget all about temple run 1
",5.0
"it won't let me play it.
",1.0
"the green gem comes up n it stays right there
",1.0
"its a nice game but i can barely see anything except for the menu screen and the points plz fix thise
",2.0
"oh my!this os the best game that i evr seen.
",5.0
"nice gane , better  then old 1
",5.0
"realy great game.
",4.0
"i love this game but i cant go to the side quickly enough like the first one
",4.0
"jst simply awesum game.no lags.bt 4 stars cuz need more improvmnts in tilt sensitvity.
",4.0
"more variety than temple run.
",5.0
"objectives are now available 3 at a time.
",5.0
"several graphics settings to accommodate wide range of phones.
",5.0
"far better than the previous one.
",4.0
"awesome game with a great grafick
",5.0
"this game is much better than the previous one.it runs very smoothly on my gs3.a very good game to try.
",5.0
"i've been waiting for so long thank you edit-lags slot when playing, doesn't responed like the first one.needs a sensitivy button.
",5.0
"for right now unintalled and will try again.
",5.0
"its a fun game i played it on my cousins phone and when i heard it was on android i was super excited because when i downloaded it it wouldn't fit on my screen and everything was all smashed together
",4.0
"just awesome it allows u to be in d game like never before
",4.0
"realy amazin game
",5.0
"i can't  play the game.
",1.0
"it never goes to the start menu.
",1.0
"maybe its just my phone but it keeps force closeing and it freezes my phone .
",1.0
"awsome game every one should try this
",5.0
"this app is great temple run is the best
",5.0
"as expected really, well done imangi!
",5.0
"i love soo much:)
",5.0
"cannot exit or mute the game.
",4.0
"battery drains fast, maybe because it runs in the background constantly.
",4.0
"temple run 2 has taken all the good stuff from the already legendary temple run, removed the not so good stuff and added a whole truckload of awesome new features!
",5.0
"i love temple run, specially this version, but i had some problems, 1-it freeze alot, 2-some times logos and buttons doesn't show.
",3.0
"i hope you fix it in next update.
",3.0
"great game old 1 was getting too easy and i love challenges amazing game recommend to all my friends :-)
",5.0
"its good boring after 5 min of play though.
",3.0
"awesome game.!
",5.0
"cool graphics!
",5.0
"i can enjoy my weekends!
",5.0
"great game and excellent graphics only down side is that to tilt i have to tilt the phone almost completely on its side(unlike the original temple run which works perfectly) a 5 star game if not for the sensitivity!  -galaxy note-
",4.0
"wenvr i open it it stops unxpctdly.pls help imangi studios.
",1.0
"i've found a lot of bugs in the upgrade power ups section.
",4.0
"first of all, the instant 500 coin bonus doesnt work.
",4.0
"when the meter is full, and i double tap, something happens, but no bonus is added to the coin tally.
",4.0
"lag sometimes after the update.
",2.0
"i have also notice the battery easily drain everytime im playing.
",2.0
"awesome graphics,  3d projection is brilliant.
",5.0
"simply superb game play
",5.0
"awesomeness is clearly visible.
",5.0
"but love it n hats off imangi studios.!
",5.0
"the graphics are awesome and so much better than temple run 1
",5.0
"it keeps telling me it cant download due to error 498, what is going on?
",1.0
"i was looking forward to download this game but it doesn't download why i don't know please fix!
",1.0
"i have a htc desire.
",1.0
"awesome game.
",5.0
"its easier to get a high score because you can revive your character with just one gem.
",5.0
"i have this game for just two days i guess, i love especially thw railrish part which was really challenging.
",5.0
"amazing temple run s back with new action
",4.0
"graphics are amazing scenery is superb and everything runs so smooth and without error.
",5.0
"would recommend for all to download.
",5.0
"well we all know tr two is better in graphics and level of difficulty  great game
",5.0
"this game has no flaws it is great!
",5.0
"it looks good but after like 15 times running the lag comes back.
",1.0
"most of the time right when i want to turn i swipe it but the game doesn't read it so i fall off and die about every 3 runs.
",1.0
"also i had the shield on me going ran into a fallen tree and i died when the power up should have gone away.
",1.0
"just to get my guy to tilt one way or another, i have to tilt it at a 45 degree angle!
",1.0
"also i have had graphics glitches so when i turn it doesn't show me i turn then when it does i have tripped once then can't recover before i trip the second, killing me.
",1.0
"is so cool i love it
",5.0
"the game has been taken to a next level, which fulfills the demand of its name 'temple run 2'.
",5.0
"really liking it, could play it all day and night! :)
",5.0
"good graphics & its wayy better than the old one.
",5.0
"its soo much better than the last one
",5.0
"deffinatly download, so worth it!
",5.0
"they both won't load for me.
",1.0
"it'll open up and act like it's going to work then close.
",1.0
"i have a huawei ascend y. fix this please!
",1.0
"this game is really more above than previous temple run
",5.0
"smooth and fun to play.
",5.0
"no lag and awesome .
",5.0
"its good but its so hard and it tock  long  to downlod :)
",5.0
"i love this game.
",5.0
"so much better then temple run 1
",5.0
"i live it so much that i don't stop playing it
",5.0
"tilt should be slightly more sensitive
",5.0
"nice graphics!
",5.0
"i wait this for 3days to release on my android.
",4.0
"exciting game.can't stop running.
",4.0
"it wont let me play just go to the main then it clicks off back too my main screen
",1.0
"better then da ol one. :d
",5.0
"omq it was so awesome!
",5.0
"haha nice!
",5.0
"better than firsy
",4.0
"it has great graphics than the first one!
",5.0
"as soon as i click to play it force closes
",1.0
"you don't find many awesome free games on the playstore.
",5.0
"most of them contains ads but this game is awesome.
",5.0
"great graphics and gameplay.
",5.0
"this is a good game i love it better then the other one
",5.0
"i tryed 5 times but packa ge invalid
",1.0
"platform: motorola droid razr maxx hd.
",2.0
"very slow startup versus the original game.
",2.0
"in game dynamics are choppy and user motions don't respond as quickly.
",2.0
"the graphics are amazing though and the new items are nice.
",2.0
"will update as newer versions are installed.
",2.0
"this is soooooo better then the first temple run
",5.0
"great game
",5.0
"i hope this game is fun
",5.0
"this is so much you know need to be played
",5.0
"a lot of other 'run' r better.a few dirty tricks in d game in which it lures u 2 tokens but makes u falls into river or off a cliff.
",3.0
"i like this awesome app!
",5.0
"the app erased all my progress & keeps freezing!
",2.0
"boss game
",5.0
"this is a really good game, but a bit glitchy.
",5.0
"it's a great game, i love it.
",4.0
"i have been playing it nonstop since thursday.
",4.0
"i hadn't had a problem with it into about 5 minutes ago.
",4.0
"i died and i was about to lose the gem i had accumulated during that run.
",4.0
"when i clicked ""saved me""
",4.0
"the app foreclosed and now it says i have -1 coins.
",4.0
"since i updated this review last night i have collected 2 more coins, but it says i have 0.
",4.0
"i love this game.
",4.0
"but the sensitivity is kind of slow.
",4.0
"lol but otherwise its great
",4.0
"i mean when i get a certain among of coins like i can get 3,465 and then it sets me back to 300 i don't know if it cause of my phone which i don't think so but the point of the game is to get coins and sons them to make the game better but if i can't get any what's the points it coins
",2.0
"cool game!
",4.0
"itz jst awesome wid great graphics.
",5.0
"(compared to previous one )
",5.0
"love the game, couldn't stop playing.
",4.0
"graphic's great, i like the objectives of the level.
",4.0
"but sometimes when i pushed the save me/resurrect button, the game freezed and it forced close.
",4.0
"pls fix it, otherwise i'll give 5 stars.
",4.0
"its have more features than before one.
",5.0
"really nice game.
",4.0
"but experiencing some little lags.
",4.0
"could you fix that and make it more smoother pls.?
",4.0
"im playing it on my tegra 3.
",4.0
"i didn't really expect some choppy gameplay.
",4.0
"it wont go past the imangi studios image, complete waste of time.
",1.0
"trying to play on samsung galaxy s1, force closes on load screen.
",1.0
"works wonderful on samsung galaxy s3!
",1.0
"hard to play
",1.0
"be it temple run 1 or 2, you'd get simply addicted to it.
",4.0
"temple run 2 is tooo good.
",5.0
"thanks imangi.
",5.0
"i love that this one has curves.
",5.0
"now to kick some ios butts.
",5.0
"like that boost on the zip line but pretty good game
",5.0
"the whole mine cart thing is really boring and ruins the game if you ask me.without the mine cart i would of given a 5 star review but it just ruins the whole game.
",2.0
"won't let me play it said error invalid package
",1.0
"epic guys gr8 game
",5.0
"little laggy but not to much
",5.0
"it's not working on my samsung s tab. :(
",1.0
"would have gave 5 but keeps jamming sooooo irritating
",1.0
"it's amazing, i feel like i am the character.
",5.0
"you don't know how good it is until you've played.
",5.0
"t's like vietnam.
",5.0
"until you are, then you realise its great
",5.0
"awesome game, super addictive
",5.0
"great graphics and addictive gameplay.
",5.0
"fun as hell love it!
",5.0
"love the way it looks it's an awesome game
",5.0
"it plays extremely choppy and it seems like it lags, fix it and you have an addictive masterpiece
",3.0
"quality game, amazing graphics and realistic.
",5.0
